CALCULO POBLACIoN:,0,ITERACION: 0, P1: 1.0, P2: 2.0, P3: 3.0, T1: 0.4131042588626043, T2: 0.6244350118677813, T3: 0.14144768842544553, FIT: 562270.6485958502, Tiempo de Poblacion: 14.816006183624268,
CALCULO POBLACIoN:,1,ITERACION: 1, P1: 1.0, P2: 2.0, P3: 3.0, T1: 2.6418946371109686, T2: 1.4531974008363184, T3: 2.447283495749413, FIT: 544236.0703150091, Tiempo de Poblacion: 5.083650588989258,
CALCULO POBLACIoN:,2,ITERACION: 2, P1: 2.0, P2: 1.0, P3: 3.0, T1: 1.2589771935734344, T2: 0.08458412818675555, T3: 1.0303187952425288, FIT: 546061.5561195532, Tiempo de Poblacion: 4.87447714805603,
CALCULO POBLACIoN:,3,ITERACION: 3, P1: 1.0, P2: 3.0, P3: 2.0, T1: 2.4471821896105688, T2: 1.5918060311240307, T3: 0.22477192729765466, FIT: 535498.5942839355, Tiempo de Poblacion: 4.969830513000488,
CALCULO POBLACIoN:,4,ITERACION: 4, P1: 1.0, P2: 2.0, P3: 3.0, T1: 0.5398766150022988, T2: 0.7436946174445367, T3: 2.5305626256225535, FIT: 533214.0629609309, Tiempo de Poblacion: 5.092828750610352,
CALCULO POBLACIoN:,5,ITERACION: 5, P1: 1.0, P2: 2.0, P3: 3.0, T1: 1.516375227270927, T2: 0.49017017326875434, T3: 1.4820113348104913, FIT: 542145.5508739764, Tiempo de Poblacion: 4.972635746002197,
CALCULO POBLACIoN:,6,ITERACION: 6, P1: 1.0, P2: 2.0, P3: 3.0, T1: 2.460800732490525, T2: 1.5248406345558527, T3: 0.49847144961913575, FIT: 530243.3088108683, Tiempo de Poblacion: 4.979460954666138,
CALCULO POBLACIoN:,7,ITERACION: 7, P1: 1.0, P2: 3.0, P3: 2.0, T1: 2.047682288478953, T2: 0.8820708199093208, T3: 1.9782690184934408, FIT: 531345.7589488865, Tiempo de Poblacion: 5.038590908050537,
CALCULO POBLACIoN:,8,ITERACION: 8, P1: 1.0, P2: 2.0, P3: 3.0, T1: 0.675585568895126, T2: 0.6015860356196776, T3: 2.510607153610033, FIT: 535223.5464986879, Tiempo de Poblacion: 5.1658453941345215,
CALCULO POBLACIoN:,9,ITERACION: 9, P1: 1.0, P2: 3.0, P3: 2.0, T1: 1.2512489040513768, T2: 1.5085693614199993, T3: 1.5370911874508522, FIT: 535521.5501675454, Tiempo de Poblacion: 5.075415372848511,
ITERACION:,9,P1,2,P2,1,P3,3,T1:2.460800732490525, T2:1.5248406345558527, T3:0.49847144961913575, FIT:530243.3088108683, Tiempo de iteracion: 30.853132486343384,
ITERACION:,9,P1,2,P2,1,P3,3,T1:2.454112041184473, T2:1.5339855700225682, T3:0.4948779974675892, FIT:528208.878257838, Tiempo de iteracion: 29.63901925086975,
ITERACION:,9,P1,1,P2,2,P3,3,T1:2.454112041184473, T2:1.5339855700225682, T3:0.4948779974675892, FIT:528208.878257838, Tiempo de iteracion: 28.721279859542847,
ITERACION:,9,P1,1.0,P2,2.0,P3,3.0,T1:2.454112041184473, T2:1.5339855700225682, T3:0.4948779974675892, FIT:528208.878257838, Tiempo de iteracion: 27.713009119033813,
ITERACION:,9,P1,1.0,P2,2.0,P3,3.0,T1:2.446554871466342, T2:1.5273938269035592, T3:0.5363881093496256, FIT:528123.4201218694, Tiempo de iteracion: 28.08599543571472,
ITERACION:,9,P1,1.0,P2,2.0,P3,3.0,T1:2.4505264504085145, T2:1.5375089415602854, T3:0.535337403822764, FIT:528007.7729997867, Tiempo de iteracion: 28.08034610748291,
ITERACION:,9,P1,1,P2,2,P3,3,T1:2.4505264504085145, T2:1.5375089415602854, T3:0.535337403822764, FIT:528007.7729997867, Tiempo de iteracion: 28.57659649848938,
ITERACION:,9,P1,2,P2,1,P3,3,T1:2.4505264504085145, T2:1.5375089415602854, T3:0.535337403822764, FIT:528007.7729997867, Tiempo de iteracion: 29.08201837539673,
ITERACION:,9,P1,2,P2,1,P3,3,T1:2.4505264504085145, T2:1.5375089415602854, T3:0.535337403822764, FIT:528007.7729997867, Tiempo de iteracion: 29.5154390335083,
ITERACION:,9,P1,2,P2,1,P3,3,T1:2.4633582092769184, T2:1.541724421583246, T3:0.5317438295820831, FIT:527873.324957351, Tiempo de iteracion: 30.031237840652466,
ITERACION:,9,P1,1,P2,2,P3,3,T1:2.4633582092769184, T2:1.541724421583246, T3:0.5317438295820831, FIT:527873.324957351, Tiempo de iteracion: 29.99142074584961,
ITERACION:,9,P1,1,P2,2,P3,3,T1:2.4633582092769184, T2:1.541724421583246, T3:0.5317438295820831, FIT:527873.324957351, Tiempo de iteracion: 30.382012367248535,
ITERACION:,9,P1,1,P2,2,P3,3,T1:2.4633582092769184, T2:1.541724421583246, T3:0.5317438295820831, FIT:527873.324957351, Tiempo de iteracion: 30.732378482818604,
ITERACION:,9,P1,1,P2,2,P3,3,T1:2.4633582092769184, T2:1.541724421583246, T3:0.5317438295820831, FIT:527873.324957351, Tiempo de iteracion: 30.57415747642517,
ITERACION:,9,P1,1,P2,3,P3,2,T1:2.4633582092769184, T2:1.541724421583246, T3:0.5317438295820831, FIT:527873.324957351, Tiempo de iteracion: 32.05941557884216,
