CALCULO POBLACIoN:,0,ITERACION: 0, P1: 1.0, P2: 2.0, P3: 3.0, T1: 0.7750673167651797, T2: 0.4202476951667898, T3: 1.2748471369080512, FIT: 550209.1577603457, Tiempo de Poblacion: 14.950725793838501,
CALCULO POBLACIoN:,1,ITERACION: 1, P1: 1.0, P2: 2.0, P3: 3.0, T1: 0.06569491569654495, T2: 0.621949926579142, T3: 0.41458660251156787, FIT: 562375.9723424792, Tiempo de Poblacion: 5.133777856826782,
CALCULO POBLACIoN:,2,ITERACION: 2, P1: 1.0, P2: 2.0, P3: 3.0, T1: 1.628543522362444, T2: 2.070467902673044, T3: 0.6632723467770737, FIT: 530678.8898608236, Tiempo de Poblacion: 5.125735282897949,
CALCULO POBLACIoN:,3,ITERACION: 3, P1: 1.0, P2: 3.0, P3: 2.0, T1: 1.2841095172010952, T2: 1.6790188993515887, T3: 1.697287479369651, FIT: 532442.2111159853, Tiempo de Poblacion: 5.065406560897827,
CALCULO POBLACIoN:,4,ITERACION: 4, P1: 2.0, P2: 1.0, P3: 3.0, T1: 1.2353122138214137, T2: 1.4529320710141336, T3: 2.493548846032064, FIT: 534009.0166328626, Tiempo de Poblacion: 5.244367361068726,
CALCULO POBLACIoN:,5,ITERACION: 5, P1: 1.0, P2: 2.0, P3: 3.0, T1: 1.8762314029027736, T2: 0.5643903771348946, T3: 0.07995586270526013, FIT: 542503.0012457947, Tiempo de Poblacion: 4.8156349658966064,
CALCULO POBLACIoN:,6,ITERACION: 6, P1: 1.0, P2: 3.0, P3: 2.0, T1: 0.09382063506497693, T2: 2.442323761926654, T3: 0.9504371767329838, FIT: 531649.3408443028, Tiempo de Poblacion: 5.093258857727051,
CALCULO POBLACIoN:,7,ITERACION: 7, P1: 1.0, P2: 3.0, P3: 2.0, T1: 1.2854546478943816, T2: 0.49874390993254686, T3: 0.2341244032233446, FIT: 553241.9243193637, Tiempo de Poblacion: 5.036233425140381,
CALCULO POBLACIoN:,8,ITERACION: 8, P1: 1.0, P2: 3.0, P3: 2.0, T1: 2.0381739586709506, T2: 0.6546700345841249, T3: 2.2541955443999475, FIT: 530445.1304716571, Tiempo de Poblacion: 5.133814096450806,
CALCULO POBLACIoN:,9,ITERACION: 9, P1: 1.0, P2: 3.0, P3: 2.0, T1: 0.09819202220892045, T2: 1.8576722111055888, T3: 1.6068374936278291, FIT: 533289.9656408068, Tiempo de Poblacion: 5.034383535385132,
ITERACION:,9,P1,2,P2,1,P3,3,T1:2.0381739586709506, T2:0.6546700345841249, T3:2.2541955443999475, FIT:530445.1304716571, Tiempo de iteracion: 31.26401996612549,
ITERACION:,9,P1,1,P2,3,P3,2,T1:2.0381739586709506, T2:0.6546700345841249, T3:2.2541955443999475, FIT:530445.1304716571, Tiempo de iteracion: 31.251380920410156,
ITERACION:,9,P1,1.0,P2,3.0,P3,2.0,T1:2.0381739586709506, T2:0.6546700345841249, T3:2.2541955443999475, FIT:530445.1304716571, Tiempo de iteracion: 29.027512550354004,
ITERACION:,9,P1,1.0,P2,3.0,P3,2.0,T1:2.0381739586709506, T2:0.6546700345841249, T3:2.2541955443999475, FIT:530445.1304716571, Tiempo de iteracion: 29.56080651283264,
ITERACION:,9,P1,1.0,P2,3.0,P3,2.0,T1:2.0399446329611766, T2:0.6556229893878741, T3:2.270974772629168, FIT:530271.8825130063, Tiempo de iteracion: 28.561688899993896,
ITERACION:,9,P1,1.0,P2,3.0,P3,2.0,T1:1.261322855588459, T2:1.4549325506906474, T3:2.4262432240310767, FIT:528864.5676011427, Tiempo de iteracion: 28.516480684280396,
ITERACION:,9,P1,2,P2,1,P3,3,T1:1.261322855588459, T2:1.4549325506906474, T3:2.4262432240310767, FIT:528864.5676011427, Tiempo de iteracion: 29.106611251831055,
ITERACION:,9,P1,2,P2,1,P3,3,T1:1.261322855588459, T2:1.4549325506906474, T3:2.4262432240310767, FIT:528864.5676011427, Tiempo de iteracion: 30.060746908187866,
ITERACION:,9,P1,2,P2,1,P3,3,T1:1.261322855588459, T2:1.4549325506906474, T3:2.4262432240310767, FIT:528864.5676011427, Tiempo de iteracion: 30.894862174987793,
ITERACION:,9,P1,1,P2,3,P3,2,T1:1.261322855588459, T2:1.4549325506906474, T3:2.4262432240310767, FIT:528864.5676011427, Tiempo de iteracion: 30.21045756340027,
ITERACION:,9,P1,2,P2,1,P3,3,T1:1.2658461725012524, T2:1.4456576084221961, T3:2.421184261549336, FIT:528816.3851567522, Tiempo de iteracion: 31.004366159439087,
ITERACION:,9,P1,1,P2,3,P3,2,T1:1.2658461725012524, T2:1.4456576084221961, T3:2.421184261549336, FIT:528816.3851567522, Tiempo de iteracion: 30.851927995681763,
ITERACION:,9,P1,2,P2,1,P3,3,T1:1.2658461725012524, T2:1.4456576084221961, T3:2.421184261549336, FIT:528816.3851567522, Tiempo de iteracion: 31.397193431854248,
ITERACION:,9,P1,1,P2,2,P3,3,T1:1.2658461725012524, T2:1.4456576084221961, T3:2.421184261549336, FIT:528816.3851567522, Tiempo de iteracion: 31.916868448257446,
ITERACION:,9,P1,2,P2,1,P3,3,T1:1.2658461725012524, T2:1.4456576084221961, T3:2.421184261549336, FIT:528816.3851567522, Tiempo de iteracion: 32.73238921165466,
ITERACION:,9,P1,1,P2,2,P3,3,T1:1.2658461725012524, T2:1.4456576084221961, T3:2.421184261549336, FIT:528816.3851567522, Tiempo de iteracion: 32.56653928756714,
ITERACION:,9,P1,1,P2,2,P3,3,T1:1.2658461725012524, T2:1.4456576084221961, T3:2.421184261549336, FIT:528816.3851567522, Tiempo de iteracion: 32.671435594558716,
ITERACION:,9,P1,1,P2,3,P3,2,T1:1.2658461725012524, T2:1.4456576084221961, T3:2.421184261549336, FIT:528816.3851567522, Tiempo de iteracion: 31.859344720840454,
ITERACION:,9,P1,1,P2,3,P3,2,T1:1.2658461725012524, T2:1.4456576084221961, T3:2.421184261549336, FIT:528816.3851567522, Tiempo de iteracion: 32.17129635810852,
ITERACION:,9,P1,2,P2,1,P3,3,T1:1.2658461725012524, T2:1.4456576084221961, T3:2.421184261549336, FIT:528816.3851567522, Tiempo de iteracion: 33.32977533340454,
ITERACION:,9,P1,1,P2,2,P3,3,T1:1.2438230420353105, T2:1.4575999170859606, T3:2.4190607090186003, FIT:528756.1126883246, Tiempo de iteracion: 32.310200691223145,
ITERACION:,9,P1,2,P2,1,P3,3,T1:1.2298125357479486, T2:1.4605710059616757, T3:2.4245523275746734, FIT:528704.279299588, Tiempo de iteracion: 32.54666614532471,
ITERACION:,9,P1,2,P2,1,P3,3,T1:1.222118994061885, T2:1.4550568420138317, T3:2.4231423340783267, FIT:528609.6635047734, Tiempo de iteracion: 32.146676540374756,
ITERACION:,9,P1,1,P2,3,P3,2,T1:1.222118994061885, T2:1.4550568420138317, T3:2.4231423340783267, FIT:528609.6635047734, Tiempo de iteracion: 32.06774950027466,
ITERACION:,9,P1,2,P2,1,P3,3,T1:1.222118994061885, T2:1.4550568420138317, T3:2.4231423340783267, FIT:528609.6635047734, Tiempo de iteracion: 32.13221001625061,
ITERACION:,9,P1,1,P2,3,P3,2,T1:1.222118994061885, T2:1.4550568420138317, T3:2.4231423340783267, FIT:528609.6635047734, Tiempo de iteracion: 32.198540687561035,
ITERACION:,9,P1,1,P2,2,P3,3,T1:1.222118994061885, T2:1.4550568420138317, T3:2.4231423340783267, FIT:528609.6635047734, Tiempo de iteracion: 31.685524702072144,
ITERACION:,9,P1,1,P2,2,P3,3,T1:1.222118994061885, T2:1.4550568420138317, T3:2.4231423340783267, FIT:528609.6635047734, Tiempo de iteracion: 31.778024673461914,
ITERACION:,9,P1,1,P2,3,P3,2,T1:1.222118994061885, T2:1.4550568420138317, T3:2.4231423340783267, FIT:528609.6635047734, Tiempo de iteracion: 31.624937534332275,
ITERACION:,9,P1,1,P2,3,P3,2,T1:1.222118994061885, T2:1.4550568420138317, T3:2.4231423340783267, FIT:528609.6635047734, Tiempo de iteracion: 31.972946643829346,
ITERACION:,9,P1,1,P2,2,P3,3,T1:1.222118994061885, T2:1.4550568420138317, T3:2.4231423340783267, FIT:528609.6635047734, Tiempo de iteracion: 31.960107564926147,
ITERACION:,9,P1,2,P2,1,P3,3,T1:1.2213858075753368, T2:1.442372958552887, T3:2.4036184155862874, FIT:528491.4706469612, Tiempo de iteracion: 31.735846042633057,
