CALCULO POBLACIoN:,0,ITERACION: 0, P1: 2.0, P2: 1.0, P3: 3.0, T1: 0.12304626679640812, T2: 1.0985665281893555, T3: 1.634212751922768, FIT: 545877.9178776325, Tiempo de Poblacion: 20.41232442855835,
CALCULO POBLACIoN:,1,ITERACION: 1, P1: 1.0, P2: 2.0, P3: 3.0, T1: 0.31711139102154356, T2: 2.1472403124028756, T3: 0.3869945167890261, FIT: 540163.8269546594, Tiempo de Poblacion: 7.313413143157959,
CALCULO POBLACIoN:,2,ITERACION: 2, P1: 1.0, P2: 2.0, P3: 3.0, T1: 2.2105553467196684, T2: 0.562717936184664, T3: 0.9308632131060968, FIT: 539165.3192416728, Tiempo de Poblacion: 7.271636486053467,
CALCULO POBLACIoN:,3,ITERACION: 3, P1: 2.0, P2: 1.0, P3: 3.0, T1: 1.7511981322126644, T2: 1.2327588393496063, T3: 0.2012906381238282, FIT: 539181.4341783681, Tiempo de Poblacion: 7.600800514221191,
CALCULO POBLACIoN:,4,ITERACION: 4, P1: 1.0, P2: 2.0, P3: 3.0, T1: 0.8652832978928983, T2: 0.4093854316829706, T3: 1.4601674811843277, FIT: 548282.5704860109, Tiempo de Poblacion: 7.414039611816406,
CALCULO POBLACIoN:,5,ITERACION: 5, P1: 2.0, P2: 1.0, P3: 3.0, T1: 1.781603614783983, T2: 0.247372673421132, T3: 1.4363896985295348, FIT: 535957.8366430161, Tiempo de Poblacion: 7.093614339828491,
CALCULO POBLACIoN:,6,ITERACION: 6, P1: 2.0, P2: 1.0, P3: 3.0, T1: 0.2824726423291968, T2: 0.6272967736724917, T3: 0.19904573415263688, FIT: 563367.6353489055, Tiempo de Poblacion: 6.888758182525635,
CALCULO POBLACIoN:,7,ITERACION: 7, P1: 1.0, P2: 3.0, P3: 2.0, T1: 0.19258091386507986, T2: 0.4185004915719395, T3: 0.5350344453337772, FIT: 563878.8003630314, Tiempo de Poblacion: 6.980763912200928,
CALCULO POBLACIoN:,8,ITERACION: 8, P1: 1.0, P2: 3.0, P3: 2.0, T1: 1.966703456686123, T2: 1.8208961249482916, T3: 0.9543436604144375, FIT: 534075.8818255911, Tiempo de Poblacion: 6.854410171508789,
CALCULO POBLACIoN:,9,ITERACION: 9, P1: 1.0, P2: 2.0, P3: 3.0, T1: 1.576869890351685, T2: 0.34970684268313385, T3: 0.3938474513658492, FIT: 548778.2234474379, Tiempo de Poblacion: 6.953638553619385,
ITERACION:,9,P1,2,P2,1,P3,3,T1:1.966703456686123, T2:1.8208961249482916, T3:0.9543436604144375, FIT:534075.8818255911, Tiempo de iteracion: 42.40731143951416,
ITERACION:,9,P1,1,P2,3,P3,2,T1:1.966703456686123, T2:1.8208961249482916, T3:0.9543436604144375, FIT:534075.8818255911, Tiempo de iteracion: 40.69799089431763,
ITERACION:,9,P1,2.0,P2,1.0,P3,3.0,T1:1.9750632190144453, T2:1.8346098332608551, T3:0.9506255399525065, FIT:533934.3288773793, Tiempo de iteracion: 40.2156035900116,
ITERACION:,9,P1,2.0,P2,1.0,P3,3.0,T1:1.9724430387172458, T2:1.838832194650924, T3:0.9237360403134762, FIT:531137.1452137829, Tiempo de iteracion: 37.05774140357971,
ITERACION:,9,P1,2.0,P2,1.0,P3,3.0,T1:1.9724430387172458, T2:1.838832194650924, T3:0.9237360403134762, FIT:531137.1452137829, Tiempo de iteracion: 38.96637034416199,
ITERACION:,9,P1,2.0,P2,1.0,P3,3.0,T1:1.9724430387172458, T2:1.838832194650924, T3:0.9237360403134762, FIT:531137.1452137829, Tiempo de iteracion: 40.14134907722473,
ITERACION:,9,P1,1,P2,3,P3,2,T1:1.9385326499064244, T2:1.8176028346902093, T3:0.914416210758476, FIT:530503.4718057407, Tiempo de iteracion: 40.573044300079346,
ITERACION:,9,P1,1,P2,3,P3,2,T1:1.9385326499064244, T2:1.8176028346902093, T3:0.914416210758476, FIT:530503.4718057407, Tiempo de iteracion: 42.25397300720215,
ITERACION:,9,P1,1,P2,2,P3,3,T1:1.9385326499064244, T2:1.8176028346902093, T3:0.914416210758476, FIT:530503.4718057407, Tiempo de iteracion: 42.18580079078674,
ITERACION:,9,P1,2,P2,1,P3,3,T1:1.9385326499064244, T2:1.8176028346902093, T3:0.914416210758476, FIT:530503.4718057407, Tiempo de iteracion: 42.16492033004761,
ITERACION:,9,P1,1,P2,3,P3,2,T1:1.9385326499064244, T2:1.8176028346902093, T3:0.914416210758476, FIT:530503.4718057407, Tiempo de iteracion: 44.74429941177368,
ITERACION:,9,P1,1,P2,2,P3,3,T1:1.9385326499064244, T2:1.8176028346902093, T3:0.914416210758476, FIT:530503.4718057407, Tiempo de iteracion: 44.5814528465271,
ITERACION:,9,P1,1,P2,2,P3,3,T1:1.9385326499064244, T2:1.8176028346902093, T3:0.914416210758476, FIT:530503.4718057407, Tiempo de iteracion: 43.6166467666626,
ITERACION:,9,P1,2,P2,1,P3,3,T1:1.9385326499064244, T2:1.8176028346902093, T3:0.914416210758476, FIT:530503.4718057407, Tiempo de iteracion: 43.377256870269775,
ITERACION:,9,P1,2,P2,1,P3,3,T1:1.9385326499064244, T2:1.8176028346902093, T3:0.914416210758476, FIT:530503.4718057407, Tiempo de iteracion: 44.46909737586975,
ITERACION:,9,P1,1,P2,2,P3,3,T1:1.9385326499064244, T2:1.8176028346902093, T3:0.914416210758476, FIT:530503.4718057407, Tiempo de iteracion: 44.324801206588745,
