CALCULO POBLACIoN:,0,ITERACION: 0, P1: 2.0, P2: 1.0, P3: 3.0, T1: 0.35290246573414824, T2: 0.2056339830498244, T3: 0.37868681967026246, FIT: 566254.5208965234, Tiempo de Poblacion: 14.919765710830688,
CALCULO POBLACIoN:,1,ITERACION: 1, P1: 1.0, P2: 3.0, P3: 2.0, T1: 2.4928144276348014, T2: 0.6261073066001546, T3: 1.7260870736491922, FIT: 530963.6517057602, Tiempo de Poblacion: 4.930504083633423,
CALCULO POBLACIoN:,2,ITERACION: 2, P1: 1.0, P2: 2.0, P3: 3.0, T1: 0.3426477370516505, T2: 0.5578177295668832, T3: 0.7158213572052524, FIT: 559104.3225824181, Tiempo de Poblacion: 5.006126642227173,
CALCULO POBLACIoN:,3,ITERACION: 3, P1: 2.0, P2: 1.0, P3: 3.0, T1: 1.5214768033748296, T2: 0.7827483850645699, T3: 0.9489136367114331, FIT: 542673.0854474563, Tiempo de Poblacion: 4.888774394989014,
CALCULO POBLACIoN:,4,ITERACION: 4, P1: 1.0, P2: 3.0, P3: 2.0, T1: 0.449969591053452, T2: 1.8827767366485326, T3: 1.7957758892861715, FIT: 531705.6543115426, Tiempo de Poblacion: 4.887017726898193,
CALCULO POBLACIoN:,5,ITERACION: 5, P1: 1.0, P2: 3.0, P3: 2.0, T1: 2.671710337555424, T2: 2.258063678286621, T3: 1.4920734149397852, FIT: 541879.7309972647, Tiempo de Poblacion: 4.923671722412109,
CALCULO POBLACIoN:,6,ITERACION: 6, P1: 2.0, P2: 1.0, P3: 3.0, T1: 1.601809629093982, T2: 0.47814457622745304, T3: 1.3691179096395099, FIT: 538809.2402616154, Tiempo de Poblacion: 4.814237356185913,
CALCULO POBLACIoN:,7,ITERACION: 7, P1: 1.0, P2: 3.0, P3: 2.0, T1: 1.6411727053121048, T2: 1.52013464332378, T3: 1.7230201482622953, FIT: 531106.9386380907, Tiempo de Poblacion: 4.927624464035034,
CALCULO POBLACIoN:,8,ITERACION: 8, P1: 1.0, P2: 2.0, P3: 3.0, T1: 1.3081558529421837, T2: 2.238800282918564, T3: 1.3121200965586879, FIT: 529392.282009892, Tiempo de Poblacion: 5.010138511657715,
CALCULO POBLACIoN:,9,ITERACION: 9, P1: 1.0, P2: 3.0, P3: 2.0, T1: 2.3613725149496294, T2: 2.28528811627625, T3: 2.079258051009274, FIT: 546774.6612328201, Tiempo de Poblacion: 5.0615575313568115,
ITERACION:,9,P1,2,P2,1,P3,3,T1:1.3081558529421837, T2:2.238800282918564, T3:1.3121200965586879, FIT:529392.282009892, Tiempo de iteracion: 30.868088960647583,
ITERACION:,9,P1,1.0,P2,3.0,P3,2.0,T1:1.3084962436650185, T2:2.2499749149746138, T3:1.303640524548085, FIT:529309.9845208168, Tiempo de iteracion: 30.15814709663391,
ITERACION:,9,P1,1.0,P2,3.0,P3,2.0,T1:2.423167143714147, T2:0.6208064203453201, T3:1.7745800667001717, FIT:528351.9588960465, Tiempo de iteracion: 29.42700719833374,
ITERACION:,9,P1,1.0,P2,3.0,P3,2.0,T1:2.423167143714147, T2:0.6208064203453201, T3:1.7745800667001717, FIT:528351.9588960465, Tiempo de iteracion: 29.02233052253723,
ITERACION:,9,P1,1.0,P2,3.0,P3,2.0,T1:2.401460068458019, T2:0.623156177615267, T3:1.7637096788313245, FIT:528107.1974328174, Tiempo de iteracion: 29.632692575454712,
ITERACION:,9,P1,1.0,P2,3.0,P3,2.0,T1:2.401460068458019, T2:0.623156177615267, T3:1.7637096788313245, FIT:528107.1974328174, Tiempo de iteracion: 29.20198655128479,
ITERACION:,9,P1,1.0,P2,3.0,P3,2.0,T1:2.401460068458019, T2:0.623156177615267, T3:1.7637096788313245, FIT:528107.1974328174, Tiempo de iteracion: 28.996258974075317,
ITERACION:,9,P1,2,P2,1,P3,3,T1:2.40089483550741, T2:0.621728089229451, T3:1.7404087968174422, FIT:527901.7102941525, Tiempo de iteracion: 30.201842069625854,
ITERACION:,9,P1,1,P2,2,P3,3,T1:2.40089483550741, T2:0.621728089229451, T3:1.7404087968174422, FIT:527901.7102941525, Tiempo de iteracion: 30.298758506774902,
ITERACION:,9,P1,1,P2,2,P3,3,T1:2.40089483550741, T2:0.621728089229451, T3:1.7404087968174422, FIT:527901.7102941525, Tiempo de iteracion: 30.526814699172974,
ITERACION:,9,P1,2,P2,1,P3,3,T1:2.368796644490342, T2:0.6163659283199037, T3:1.7374680448243525, FIT:527634.056861238, Tiempo de iteracion: 31.03555393218994,
ITERACION:,9,P1,1,P2,3,P3,2,T1:2.368796644490342, T2:0.6163659283199037, T3:1.7374680448243525, FIT:527634.056861238, Tiempo de iteracion: 31.611859798431396,
ITERACION:,9,P1,1,P2,3,P3,2,T1:2.368796644490342, T2:0.6163659283199037, T3:1.7374680448243525, FIT:527634.056861238, Tiempo de iteracion: 32.10472393035889,
ITERACION:,9,P1,1,P2,3,P3,2,T1:2.327109409702722, T2:0.6284579920431766, T3:1.7421298130980671, FIT:527472.0585831288, Tiempo de iteracion: 32.05553889274597,
