CALCULO POBLACIoN:,0,ITERACION: 0, P1: 1.0, P2: 2.0, P3: 3.0, T1: 0.09128239552844852, T2: 0.3869239468505698, T3: 0.4544108082117955, FIT: 565087.2717132907, Tiempo de Poblacion: 16.10563015937805,
CALCULO POBLACIoN:,1,ITERACION: 1, P1: 2.0, P2: 1.0, P3: 3.0, T1: 2.58739303109357, T2: 2.1060211116641936, T3: 1.5960070422064123, FIT: 544053.7285023908, Tiempo de Poblacion: 5.795337438583374,
CALCULO POBLACIoN:,2,ITERACION: 2, P1: 1.0, P2: 2.0, P3: 3.0, T1: 1.1337697455212914, T2: 1.2368757061757596, T3: 0.8137335136321794, FIT: 544321.99482638, Tiempo de Poblacion: 5.420512437820435,
CALCULO POBLACIoN:,3,ITERACION: 3, P1: 1.0, P2: 3.0, P3: 2.0, T1: 1.1357309708820924, T2: 1.0155781020638002, T3: 0.16613324521353334, FIT: 551691.0033397807, Tiempo de Poblacion: 5.250185012817383,
CALCULO POBLACIoN:,4,ITERACION: 4, P1: 2.0, P2: 1.0, P3: 3.0, T1: 0.7729067556696119, T2: 1.0936705391280357, T3: 2.345293747475334, FIT: 535552.1254566113, Tiempo de Poblacion: 5.4291651248931885,
CALCULO POBLACIoN:,5,ITERACION: 5, P1: 1.0, P2: 2.0, P3: 3.0, T1: 2.4244562703311, T2: 2.11290612874793, T3: 0.5750166087149355, FIT: 531777.5006389078, Tiempo de Poblacion: 5.199237823486328,
CALCULO POBLACIoN:,6,ITERACION: 6, P1: 1.0, P2: 3.0, P3: 2.0, T1: 0.774125241306478, T2: 2.3770578680858194, T3: 0.8448124072237403, FIT: 536190.7047590696, Tiempo de Poblacion: 5.550625801086426,
CALCULO POBLACIoN:,7,ITERACION: 7, P1: 2.0, P2: 1.0, P3: 3.0, T1: 2.720647029056294, T2: 0.4983938357710504, T3: 0.33211208210598814, FIT: 533870.7220952035, Tiempo de Poblacion: 5.262744426727295,
CALCULO POBLACIoN:,8,ITERACION: 8, P1: 1.0, P2: 3.0, P3: 2.0, T1: 1.6689091565828664, T2: 2.0747277097746077, T3: 2.000260585557831, FIT: 534811.7427252671, Tiempo de Poblacion: 5.572624444961548,
CALCULO POBLACIoN:,9,ITERACION: 9, P1: 1.0, P2: 2.0, P3: 3.0, T1: 0.8928518563525203, T2: 0.37268295057585493, T3: 1.9072677037030805, FIT: 543624.8020687411, Tiempo de Poblacion: 5.4566991329193115,
ITERACION:,9,P1,2,P2,1,P3,3,T1:2.4244562703311, T2:2.11290612874793, T3:0.5750166087149355, FIT:531777.5006389078, Tiempo de iteracion: 34.53204035758972,
ITERACION:,9,P1,1,P2,2,P3,3,T1:2.4244562703311, T2:2.11290612874793, T3:0.5750166087149355, FIT:531777.5006389078, Tiempo de iteracion: 35.635730504989624,
ITERACION:,9,P1,2.0,P2,1.0,P3,3.0,T1:2.4244562703311, T2:2.11290612874793, T3:0.5750166087149355, FIT:531777.5006389078, Tiempo de iteracion: 33.36297965049744,
ITERACION:,9,P1,2.0,P2,1.0,P3,3.0,T1:2.4244562703311, T2:2.11290612874793, T3:0.5750166087149355, FIT:531777.5006389078, Tiempo de iteracion: 32.7046000957489,
ITERACION:,9,P1,2.0,P2,1.0,P3,3.0,T1:2.4244562703311, T2:2.11290612874793, T3:0.5750166087149355, FIT:531777.5006389078, Tiempo de iteracion: 32.20475721359253,
ITERACION:,9,P1,2.0,P2,1.0,P3,3.0,T1:2.424607478336433, T2:2.1038999097082822, T3:0.5735093710968983, FIT:531703.4964904526, Tiempo de iteracion: 32.37710928916931,
ITERACION:,9,P1,2.0,P2,1.0,P3,3.0,T1:2.424607478336433, T2:2.1038999097082822, T3:0.5735093710968983, FIT:531703.4964904526, Tiempo de iteracion: 33.00651788711548,
ITERACION:,9,P1,2.0,P2,1.0,P3,3.0,T1:2.4402774931768425, T2:2.074162193493146, T3:0.5714836906159444, FIT:531587.7513434078, Tiempo de iteracion: 34.00679397583008,
ITERACION:,9,P1,2.0,P2,1.0,P3,3.0,T1:2.4402774931768425, T2:2.074162193493146, T3:0.5714836906159444, FIT:531587.7513434078, Tiempo de iteracion: 34.0449378490448,
ITERACION:,9,P1,2.0,P2,1.0,P3,3.0,T1:2.4402774931768425, T2:2.074162193493146, T3:0.5714836906159444, FIT:531587.7513434078, Tiempo de iteracion: 34.40170979499817,
ITERACION:,9,P1,2.0,P2,1.0,P3,3.0,T1:2.4402774931768425, T2:2.074162193493146, T3:0.5714836906159444, FIT:531587.7513434078, Tiempo de iteracion: 34.545745611190796,
ITERACION:,9,P1,2.0,P2,1.0,P3,3.0,T1:2.4352328753828014, T2:2.0786233497714144, T3:0.5721313691629726, FIT:531581.7448790459, Tiempo de iteracion: 33.929381132125854,
ITERACION:,9,P1,2.0,P2,1.0,P3,3.0,T1:2.4352328753828014, T2:2.0786233497714144, T3:0.5721313691629726, FIT:531581.7448790459, Tiempo de iteracion: 33.52645969390869,
ITERACION:,9,P1,2,P2,1,P3,3,T1:2.4104733891821906, T2:2.094086974335454, T3:0.5736140722367766, FIT:531498.8636053036, Tiempo de iteracion: 35.47757840156555,
