CALCULO POBLACIoN:,0,ITERACION: 0, P1: 2.0, P2: 1.0, P3: 3.0, T1: 1.165516327973926, T2: 0.8947884246678882, T3: 0.9160275553312944, FIT: 545593.6783437694, Tiempo de Poblacion: 15.662225246429443,
CALCULO POBLACIoN:,1,ITERACION: 1, P1: 1.0, P2: 3.0, P3: 2.0, T1: 1.5879681573836806, T2: 1.2607695079019992, T3: 2.5048373941813518, FIT: 530529.6090011963, Tiempo de Poblacion: 5.538336992263794,
CALCULO POBLACIoN:,2,ITERACION: 2, P1: 2.0, P2: 1.0, P3: 3.0, T1: 1.1372218401163525, T2: 0.4837029817425168, T3: 0.5563514862453357, FIT: 552146.2114298939, Tiempo de Poblacion: 5.380368947982788,
CALCULO POBLACIoN:,3,ITERACION: 3, P1: 1.0, P2: 2.0, P3: 3.0, T1: 0.846500044955404, T2: 0.44458876225187693, T3: 1.8427669637956041, FIT: 544317.1572946886, Tiempo de Poblacion: 5.490880727767944,
CALCULO POBLACIoN:,4,ITERACION: 4, P1: 1.0, P2: 2.0, P3: 3.0, T1: 1.3101914163145991, T2: 0.8457958033069423, T3: 0.5513501056773407, FIT: 547749.0590802572, Tiempo de Poblacion: 5.344198703765869,
CALCULO POBLACIoN:,5,ITERACION: 5, P1: 1.0, P2: 2.0, P3: 3.0, T1: 1.4896602369741108, T2: 1.540277462715338, T3: 0.7165489683064985, FIT: 538858.5524946841, Tiempo de Poblacion: 5.37739109992981,
CALCULO POBLACIoN:,6,ITERACION: 6, P1: 1.0, P2: 3.0, P3: 2.0, T1: 2.194732103932671, T2: 0.9138957425524259, T3: 2.0982572470685588, FIT: 532242.6957371273, Tiempo de Poblacion: 5.536720275878906,
CALCULO POBLACIoN:,7,ITERACION: 7, P1: 1.0, P2: 2.0, P3: 3.0, T1: 0.6340516844383896, T2: 1.402752388568553, T3: 1.3920335100483845, FIT: 540965.0494229404, Tiempo de Poblacion: 5.635213136672974,
CALCULO POBLACIoN:,8,ITERACION: 8, P1: 1.0, P2: 2.0, P3: 3.0, T1: 2.3713287032824053, T2: 2.332711200272456, T3: 2.094074032816332, FIT: 548628.7494185313, Tiempo de Poblacion: 5.402586221694946,
CALCULO POBLACIoN:,9,ITERACION: 9, P1: 2.0, P2: 1.0, P3: 3.0, T1: 0.29648092566588, T2: 0.7646227089771179, T3: 2.7572875838548163, FIT: 534971.0537716645, Tiempo de Poblacion: 5.44216775894165,
ITERACION:,9,P1,1,P2,3,P3,2,T1:1.5879681573836806, T2:1.2607695079019992, T3:2.5048373941813518, FIT:530529.6090011963, Tiempo de iteracion: 33.9435498714447,
ITERACION:,9,P1,2,P2,1,P3,3,T1:1.5879681573836806, T2:1.2607695079019992, T3:2.5048373941813518, FIT:530529.6090011963, Tiempo de iteracion: 33.29663610458374,
ITERACION:,9,P1,2,P2,1,P3,3,T1:1.5879681573836806, T2:1.2607695079019992, T3:2.5048373941813518, FIT:530529.6090011963, Tiempo de iteracion: 33.964452266693115,
ITERACION:,9,P1,2,P2,1,P3,3,T1:1.5879681573836806, T2:1.2607695079019992, T3:2.5048373941813518, FIT:530529.6090011963, Tiempo de iteracion: 32.66174077987671,
ITERACION:,9,P1,1.0,P2,3.0,P3,2.0,T1:1.5879681573836806, T2:1.2607695079019992, T3:2.5048373941813518, FIT:530529.6090011963, Tiempo de iteracion: 32.31013107299805,
ITERACION:,9,P1,1,P2,2,P3,3,T1:1.5879681573836806, T2:1.2607695079019992, T3:2.5048373941813518, FIT:530529.6090011963, Tiempo de iteracion: 32.81433868408203,
ITERACION:,9,P1,2,P2,1,P3,3,T1:1.5879681573836806, T2:1.2607695079019992, T3:2.5048373941813518, FIT:530529.6090011963, Tiempo de iteracion: 33.3608558177948,
ITERACION:,9,P1,1,P2,2,P3,3,T1:1.594424256394414, T2:1.2626251558719406, T3:2.4962375296331247, FIT:530490.317902569, Tiempo de iteracion: 33.7015585899353,
ITERACION:,9,P1,2,P2,1,P3,3,T1:1.594424256394414, T2:1.2626251558719406, T3:2.4962375296331247, FIT:530490.317902569, Tiempo de iteracion: 34.02991247177124,
ITERACION:,9,P1,1,P2,2,P3,3,T1:1.594424256394414, T2:1.2626251558719406, T3:2.4962375296331247, FIT:530490.317902569, Tiempo de iteracion: 34.637481927871704,
ITERACION:,9,P1,1,P2,3,P3,2,T1:1.607657620694976, T2:1.2315330641635545, T3:2.4770559746852645, FIT:529986.7706822861, Tiempo de iteracion: 35.437973737716675,
ITERACION:,9,P1,1,P2,2,P3,3,T1:1.607657620694976, T2:1.2315330641635545, T3:2.4770559746852645, FIT:529986.7706822861, Tiempo de iteracion: 34.13716149330139,
ITERACION:,9,P1,2,P2,1,P3,3,T1:1.607657620694976, T2:1.2315330641635545, T3:2.4770559746852645, FIT:529986.7706822861, Tiempo de iteracion: 34.72220277786255,
ITERACION:,9,P1,2,P2,1,P3,3,T1:1.607657620694976, T2:1.2315330641635545, T3:2.4770559746852645, FIT:529986.7706822861, Tiempo de iteracion: 35.064544439315796,
ITERACION:,9,P1,1,P2,2,P3,3,T1:1.607657620694976, T2:1.2315330641635545, T3:2.4770559746852645, FIT:529986.7706822861, Tiempo de iteracion: 34.84412360191345,
ITERACION:,9,P1,1,P2,3,P3,2,T1:1.607657620694976, T2:1.2315330641635545, T3:2.4770559746852645, FIT:529986.7706822861, Tiempo de iteracion: 34.27323341369629,
ITERACION:,9,P1,2,P2,1,P3,3,T1:1.607657620694976, T2:1.2315330641635545, T3:2.4770559746852645, FIT:529986.7706822861, Tiempo de iteracion: 34.77178764343262,
ITERACION:,9,P1,2,P2,1,P3,3,T1:1.607657620694976, T2:1.2315330641635545, T3:2.4770559746852645, FIT:529986.7706822861, Tiempo de iteracion: 34.06273078918457,
ITERACION:,9,P1,1,P2,2,P3,3,T1:1.5906364869138943, T2:1.2310824083052456, T3:2.4844629065384023, FIT:529896.2744891125, Tiempo de iteracion: 34.5303316116333,
ITERACION:,9,P1,1,P2,3,P3,2,T1:1.5906364869138943, T2:1.2310824083052456, T3:2.4844629065384023, FIT:529896.2744891125, Tiempo de iteracion: 34.997488260269165,
ITERACION:,9,P1,1,P2,3,P3,2,T1:1.5906364869138943, T2:1.2310824083052456, T3:2.4844629065384023, FIT:529896.2744891125, Tiempo de iteracion: 34.30922722816467,
ITERACION:,9,P1,1,P2,2,P3,3,T1:1.5906364869138943, T2:1.2310824083052456, T3:2.4844629065384023, FIT:529896.2744891125, Tiempo de iteracion: 34.121235370635986,
ITERACION:,9,P1,1,P2,2,P3,3,T1:1.5906364869138943, T2:1.2310824083052456, T3:2.4844629065384023, FIT:529896.2744891125, Tiempo de iteracion: 34.91215538978577,
ITERACION:,9,P1,2,P2,1,P3,3,T1:1.5906364869138943, T2:1.2310824083052456, T3:2.4844629065384023, FIT:529896.2744891125, Tiempo de iteracion: 34.83494758605957,
ITERACION:,9,P1,1,P2,3,P3,2,T1:1.5906364869138943, T2:1.2310824083052456, T3:2.4844629065384023, FIT:529896.2744891125, Tiempo de iteracion: 34.61368536949158,
ITERACION:,9,P1,1,P2,3,P3,2,T1:1.5906364869138943, T2:1.2310824083052456, T3:2.4844629065384023, FIT:529896.2744891125, Tiempo de iteracion: 34.640236377716064,
ITERACION:,9,P1,1,P2,3,P3,2,T1:1.5906364869138943, T2:1.2310824083052456, T3:2.4844629065384023, FIT:529896.2744891125, Tiempo de iteracion: 34.71374464035034,
ITERACION:,9,P1,1,P2,2,P3,3,T1:1.5906364869138943, T2:1.2310824083052456, T3:2.4844629065384023, FIT:529896.2744891125, Tiempo de iteracion: 35.118300437927246,
ITERACION:,9,P1,2,P2,1,P3,3,T1:1.5906364869138943, T2:1.2310824083052456, T3:2.4844629065384023, FIT:529896.2744891125, Tiempo de iteracion: 34.66799259185791,
ITERACION:,9,P1,2,P2,1,P3,3,T1:1.5906364869138943, T2:1.2310824083052456, T3:2.4844629065384023, FIT:529896.2744891125, Tiempo de iteracion: 34.77715039253235,
ITERACION:,9,P1,2,P2,1,P3,3,T1:1.5906364869138943, T2:1.2310824083052456, T3:2.4844629065384023, FIT:529896.2744891125, Tiempo de iteracion: 35.18249249458313,
ITERACION:,9,P1,1,P2,3,P3,2,T1:1.5906364869138943, T2:1.2310824083052456, T3:2.4844629065384023, FIT:529896.2744891125, Tiempo de iteracion: 34.82495355606079,
