CALCULO POBLACIoN:,0,ITERACION: 0, P1: 1.0, P2: 3.0, P3: 2.0, T1: 1.5701417082401812, T2: 0.41032243088400255, T3: 1.7460741042740535, FIT: 537684.6283145832, Tiempo de Poblacion: 15.373367071151733,
CALCULO POBLACIoN:,1,ITERACION: 1, P1: 1.0, P2: 2.0, P3: 3.0, T1: 1.5542868634214122, T2: 0.8120952472949716, T3: 0.4683667218112428, FIT: 545352.36143713, Tiempo de Poblacion: 5.204890251159668,
CALCULO POBLACIoN:,2,ITERACION: 2, P1: 1.0, P2: 3.0, P3: 2.0, T1: 1.2413364256724333, T2: 1.0508964891317272, T3: 0.6168798192222458, FIT: 547769.9447829619, Tiempo de Poblacion: 5.211370468139648,
CALCULO POBLACIoN:,3,ITERACION: 3, P1: 1.0, P2: 2.0, P3: 3.0, T1: 1.2538737491168161, T2: 1.8155188300599803, T3: 2.379168716564125, FIT: 533349.6402565931, Tiempo de Poblacion: 5.254305839538574,
CALCULO POBLACIoN:,4,ITERACION: 4, P1: 1.0, P2: 2.0, P3: 3.0, T1: 1.071553319201207, T2: 1.2669500063383667, T3: 1.2206909845903575, FIT: 543068.0840014381, Tiempo de Poblacion: 5.263413667678833,
CALCULO POBLACIoN:,5,ITERACION: 5, P1: 1.0, P2: 2.0, P3: 3.0, T1: 0.7329083243164921, T2: 1.6124679536671946, T3: 1.2844401181663947, FIT: 541285.0146242946, Tiempo de Poblacion: 5.248391151428223,
CALCULO POBLACIoN:,6,ITERACION: 6, P1: 1.0, P2: 3.0, P3: 2.0, T1: 1.471895643815849, T2: 0.15408657445880702, T3: 0.9108090096615863, FIT: 545825.7618155226, Tiempo de Poblacion: 5.133466958999634,
CALCULO POBLACIoN:,7,ITERACION: 7, P1: 2.0, P2: 1.0, P3: 3.0, T1: 1.8297973820800526, T2: 1.213441857412946, T3: 2.7459470933353267, FIT: 534699.785105293, Tiempo de Poblacion: 5.258455753326416,
CALCULO POBLACIoN:,8,ITERACION: 8, P1: 1.0, P2: 3.0, P3: 2.0, T1: 0.7681424962409501, T2: 2.024714017412472, T3: 2.6352011253365584, FIT: 534153.0809756994, Tiempo de Poblacion: 5.141348361968994,
CALCULO POBLACIoN:,9,ITERACION: 9, P1: 1.0, P2: 2.0, P3: 3.0, T1: 1.7999305724010504, T2: 0.14667902496855073, T3: 0.07758353926850382, FIT: 546324.5208446854, Tiempo de Poblacion: 4.935420513153076,
ITERACION:,9,P1,1,P2,3,P3,2,T1:1.2538737491168161, T2:1.8155188300599803, T3:2.379168716564125, FIT:533349.6402565931, Tiempo de iteracion: 30.327948093414307,
ITERACION:,9,P1,2,P2,1,P3,3,T1:1.2503572699721648, T2:1.822180778461975, T3:2.3745528899142703, FIT:533319.1375152423, Tiempo de iteracion: 30.128206968307495,
ITERACION:,9,P1,1.0,P2,3.0,P3,2.0,T1:1.1547068244526872, T2:1.8438749586793932, T3:2.3753580718137695, FIT:531770.0507564767, Tiempo de iteracion: 29.460938453674316,
ITERACION:,9,P1,1.0,P2,3.0,P3,2.0,T1:1.1547068244526872, T2:1.8438749586793932, T3:2.3753580718137695, FIT:531770.0507564767, Tiempo de iteracion: 29.14828872680664,
ITERACION:,9,P1,1.0,P2,3.0,P3,2.0,T1:1.1547068244526872, T2:1.8438749586793932, T3:2.3753580718137695, FIT:531770.0507564767, Tiempo de iteracion: 30.535980224609375,
ITERACION:,9,P1,1.0,P2,3.0,P3,2.0,T1:1.1547068244526872, T2:1.8438749586793932, T3:2.3753580718137695, FIT:531770.0507564767, Tiempo de iteracion: 30.2543363571167,
ITERACION:,9,P1,1.0,P2,3.0,P3,2.0,T1:1.1547068244526872, T2:1.8438749586793932, T3:2.3753580718137695, FIT:531770.0507564767, Tiempo de iteracion: 30.845705270767212,
ITERACION:,9,P1,1.0,P2,3.0,P3,2.0,T1:1.1547068244526872, T2:1.8438749586793932, T3:2.3753580718137695, FIT:531770.0507564767, Tiempo de iteracion: 31.10994553565979,
ITERACION:,9,P1,1.0,P2,3.0,P3,2.0,T1:1.1547068244526872, T2:1.8438749586793932, T3:2.3753580718137695, FIT:531770.0507564767, Tiempo de iteracion: 31.367351055145264,
ITERACION:,9,P1,1.0,P2,3.0,P3,2.0,T1:1.1547068244526872, T2:1.8438749586793932, T3:2.3753580718137695, FIT:531770.0507564767, Tiempo de iteracion: 31.368462800979614,
ITERACION:,9,P1,1.0,P2,3.0,P3,2.0,T1:1.1547068244526872, T2:1.8438749586793932, T3:2.3753580718137695, FIT:531770.0507564767, Tiempo de iteracion: 32.29871129989624,
ITERACION:,9,P1,1.0,P2,3.0,P3,2.0,T1:1.1547068244526872, T2:1.8438749586793932, T3:2.3753580718137695, FIT:531770.0507564767, Tiempo de iteracion: 32.50565481185913,
ITERACION:,9,P1,1.0,P2,3.0,P3,2.0,T1:1.1547068244526872, T2:1.8438749586793932, T3:2.3753580718137695, FIT:531770.0507564767, Tiempo de iteracion: 32.166733741760254,
ITERACION:,9,P1,1.0,P2,3.0,P3,2.0,T1:1.1547068244526872, T2:1.8438749586793932, T3:2.3753580718137695, FIT:531770.0507564767, Tiempo de iteracion: 32.24579954147339,
ITERACION:,9,P1,1,P2,3,P3,2,T1:1.1547068244526872, T2:1.8438749586793932, T3:2.3753580718137695, FIT:531770.0507564767, Tiempo de iteracion: 32.42913746833801,
