CALCULO POBLACIoN:,0,ITERACION: 0, P1: 2.0, P2: 1.0, P3: 3.0, T1: 0.30918879885371103, T2: 0.6181324134756675, T3: 1.9872519236232522, FIT: 543813.7433241378, Tiempo de Poblacion: 14.778681516647339,
CALCULO POBLACIoN:,1,ITERACION: 1, P1: 1.0, P2: 3.0, P3: 2.0, T1: 2.2120428905190783, T2: 1.8990177930151297, T3: 2.0622694393151235, FIT: 540046.3124339945, Tiempo de Poblacion: 4.98897385597229,
CALCULO POBLACIoN:,2,ITERACION: 2, P1: 2.0, P2: 1.0, P3: 3.0, T1: 0.6561645126187674, T2: 0.18743301972236673, T3: 2.365529637946053, FIT: 534670.5083556143, Tiempo de Poblacion: 4.785674333572388,
CALCULO POBLACIoN:,3,ITERACION: 3, P1: 1.0, P2: 3.0, P3: 2.0, T1: 0.8835510767658414, T2: 0.3229437043275536, T3: 1.5850985914441067, FIT: 543618.9343844918, Tiempo de Poblacion: 4.893990755081177,
CALCULO POBLACIoN:,4,ITERACION: 4, P1: 1.0, P2: 2.0, P3: 3.0, T1: 1.044847074636334, T2: 1.2037679384566766, T3: 2.176417647982739, FIT: 534010.1497846268, Tiempo de Poblacion: 4.979598522186279,
CALCULO POBLACIoN:,5,ITERACION: 5, P1: 2.0, P2: 1.0, P3: 3.0, T1: 1.6909495550571045, T2: 0.91736753418674, T3: 2.618825416970592, FIT: 533246.9687752528, Tiempo de Poblacion: 5.007465839385986,
CALCULO POBLACIoN:,6,ITERACION: 6, P1: 1.0, P2: 3.0, P3: 2.0, T1: 0.9665481626211372, T2: 1.472504094685282, T3: 2.1502735697628097, FIT: 530999.1325219092, Tiempo de Poblacion: 4.925513029098511,
CALCULO POBLACIoN:,7,ITERACION: 7, P1: 1.0, P2: 2.0, P3: 3.0, T1: 0.5125366216871314, T2: 0.1907015778518743, T3: 0.6049215696824377, FIT: 562549.0887626449, Tiempo de Poblacion: 4.9068238735198975,
CALCULO POBLACIoN:,8,ITERACION: 8, P1: 1.0, P2: 2.0, P3: 3.0, T1: 2.137415636730292, T2: 2.4753341253626457, T3: 1.5075175655778434, FIT: 540650.119024839, Tiempo de Poblacion: 5.086977005004883,
CALCULO POBLACIoN:,9,ITERACION: 9, P1: 1.0, P2: 2.0, P3: 3.0, T1: 2.540543803713498, T2: 1.5473108416028456, T3: 0.07321130420557584, FIT: 529885.970951763, Tiempo de Poblacion: 4.692586898803711,
ITERACION:,9,P1,2,P2,1,P3,3,T1:2.540543803713498, T2:1.5473108416028456, T3:0.07321130420557584, FIT:529885.970951763, Tiempo de iteracion: 30.64499831199646,
ITERACION:,9,P1,2,P2,1,P3,3,T1:2.5467592782115447, T2:1.5554258240518641, T3:0.07323992882487107, FIT:529159.2584718337, Tiempo de iteracion: 30.612234354019165,
ITERACION:,9,P1,1,P2,3,P3,2,T1:2.602763744409006, T2:1.5307551491493607, T3:0.07450407126577592, FIT:528942.2508452436, Tiempo de iteracion: 27.623137950897217,
ITERACION:,9,P1,2,P2,1,P3,3,T1:2.602763744409006, T2:1.5307551491493607, T3:0.07450407126577592, FIT:528942.2508452436, Tiempo de iteracion: 27.412180185317993,
ITERACION:,9,P1,1,P2,3,P3,2,T1:2.581651282753677, T2:1.5543032459800925, T3:0.07680511516858035, FIT:528897.7140984426, Tiempo de iteracion: 27.44143795967102,
ITERACION:,9,P1,1,P2,2,P3,3,T1:2.581651282753677, T2:1.5543032459800925, T3:0.07680511516858035, FIT:528897.7140984426, Tiempo de iteracion: 27.262181758880615,
ITERACION:,9,P1,1,P2,2,P3,3,T1:2.581651282753677, T2:1.5543032459800925, T3:0.07680511516858035, FIT:528897.7140984426, Tiempo de iteracion: 27.382532119750977,
ITERACION:,9,P1,2,P2,1,P3,3,T1:2.581651282753677, T2:1.5543032459800925, T3:0.07680511516858035, FIT:528897.7140984426, Tiempo de iteracion: 27.887055158615112,
ITERACION:,9,P1,1,P2,3,P3,2,T1:2.581651282753677, T2:1.5543032459800925, T3:0.07680511516858035, FIT:528897.7140984426, Tiempo de iteracion: 27.822255611419678,
ITERACION:,9,P1,1,P2,3,P3,2,T1:2.581651282753677, T2:1.5543032459800925, T3:0.07680511516858035, FIT:528897.7140984426, Tiempo de iteracion: 27.98009729385376,
ITERACION:,9,P1,1,P2,3,P3,2,T1:2.581651282753677, T2:1.5543032459800925, T3:0.07680511516858035, FIT:528897.7140984426, Tiempo de iteracion: 28.02068853378296,
ITERACION:,9,P1,1,P2,3,P3,2,T1:2.581651282753677, T2:1.5543032459800925, T3:0.07680511516858035, FIT:528897.7140984426, Tiempo de iteracion: 27.946290731430054,
ITERACION:,9,P1,1,P2,3,P3,2,T1:2.581651282753677, T2:1.5543032459800925, T3:0.07680511516858035, FIT:528897.7140984426, Tiempo de iteracion: 29.34668207168579,
ITERACION:,9,P1,1,P2,2,P3,3,T1:2.581651282753677, T2:1.5543032459800925, T3:0.07680511516858035, FIT:528897.7140984426, Tiempo de iteracion: 30.545134782791138,
ITERACION:,9,P1,2,P2,1,P3,3,T1:2.581651282753677, T2:1.5543032459800925, T3:0.07680511516858035, FIT:528897.7140984426, Tiempo de iteracion: 30.72935175895691,
