CALCULO POBLACIoN:,0,ITERACION: 0, P1: 1.0, P2: 2.0, P3: 3.0, T1: 1.27185202901059, T2: 0.5312803681571812, T3: 0.8837789931159087, FIT: 559778.4909640314, Tiempo de Poblacion: 14.596635580062866,
CALCULO POBLACIoN:,1,ITERACION: 1, P1: 1.0, P2: 2.0, P3: 3.0, T1: 2.255692818205572, T2: 2.0529367215187713, T3: 1.564179634704322, FIT: 549057.2562700048, Tiempo de Poblacion: 4.771559715270996,
CALCULO POBLACIoN:,2,ITERACION: 2, P1: 2.0, P2: 1.0, P3: 3.0, T1: 2.4525675470343624, T2: 0.6525843752865441, T3: 0.4008446039235596, FIT: 543788.2466167611, Tiempo de Poblacion: 4.700552701950073,
CALCULO POBLACIoN:,3,ITERACION: 3, P1: 2.0, P2: 1.0, P3: 3.0, T1: 1.3495927246993638, T2: 2.242167486032671, T3: 0.1066533686313452, FIT: 540313.0543890184, Tiempo de Poblacion: 4.8264546394348145,
CALCULO POBLACIoN:,4,ITERACION: 4, P1: 1.0, P2: 3.0, P3: 2.0, T1: 2.271809110254007, T2: 0.1821019674145059, T3: 0.06222528577336928, FIT: 550922.9850799816, Tiempo de Poblacion: 4.617236614227295,
CALCULO POBLACIoN:,5,ITERACION: 5, P1: 1.0, P2: 2.0, P3: 3.0, T1: 0.7544250992460233, T2: 2.1782930224816046, T3: 2.3616179488634925, FIT: 543797.541160972, Tiempo de Poblacion: 4.817692995071411,
CALCULO POBLACIoN:,6,ITERACION: 6, P1: 1.0, P2: 2.0, P3: 3.0, T1: 0.6802361706512718, T2: 2.2565134843930372, T3: 2.0378018879253363, FIT: 541158.499498746, Tiempo de Poblacion: 4.847042798995972,
CALCULO POBLACIoN:,7,ITERACION: 7, P1: 2.0, P2: 1.0, P3: 3.0, T1: 1.4026378626546596, T2: 1.6486665731598358, T3: 2.061595784786352, FIT: 544262.9703471478, Tiempo de Poblacion: 4.816584825515747,
CALCULO POBLACIoN:,8,ITERACION: 8, P1: 1.0, P2: 2.0, P3: 3.0, T1: 1.329707765631698, T2: 0.4442024200798137, T3: 1.1513785904036609, FIT: 558023.4205706349, Tiempo de Poblacion: 4.790165424346924,
CALCULO POBLACIoN:,9,ITERACION: 9, P1: 1.0, P2: 3.0, P3: 2.0, T1: 1.1838312825189932, T2: 2.228333371106929, T3: 1.3244911036463394, FIT: 543942.2472321005, Tiempo de Poblacion: 4.816669940948486,
ITERACION:,9,P1,1,P2,2,P3,3,T1:1.3495927246993638, T2:2.242167486032671, T3:0.1066533686313452, FIT:540313.0543890184, Tiempo de iteracion: 31.468661069869995,
ITERACION:,9,P1,2,P2,1,P3,3,T1:1.1849242978313084, T2:2.2505548427869093, T3:1.2905857545595796, FIT:539263.862512167, Tiempo de iteracion: 30.88427186012268,
ITERACION:,9,P1,2,P2,1,P3,3,T1:1.1849242978313084, T2:2.2505548427869093, T3:1.2905857545595796, FIT:539263.862512167, Tiempo de iteracion: 30.990503311157227,
ITERACION:,9,P1,1,P2,3,P3,2,T1:1.1849242978313084, T2:2.2505548427869093, T3:1.2905857545595796, FIT:539263.862512167, Tiempo de iteracion: 31.014639139175415,
ITERACION:,9,P1,1,P2,3,P3,2,T1:1.1849242978313084, T2:2.2505548427869093, T3:1.2905857545595796, FIT:539263.862512167, Tiempo de iteracion: 32.22671914100647,
ITERACION:,9,P1,1,P2,2,P3,3,T1:1.1849242978313084, T2:2.2505548427869093, T3:1.2905857545595796, FIT:539263.862512167, Tiempo de iteracion: 31.60817790031433,
ITERACION:,9,P1,1,P2,3,P3,2,T1:1.1959287570697488, T2:2.2633103676100217, T3:1.2873137927718312, FIT:539069.9391498921, Tiempo de iteracion: 31.10339379310608,
ITERACION:,9,P1,1,P2,2,P3,3,T1:1.1959287570697488, T2:2.2633103676100217, T3:1.2873137927718312, FIT:539069.9391498921, Tiempo de iteracion: 31.443174362182617,
ITERACION:,9,P1,1,P2,2,P3,3,T1:1.1959287570697488, T2:2.2633103676100217, T3:1.2873137927718312, FIT:539069.9391498921, Tiempo de iteracion: 32.418569564819336,
ITERACION:,9,P1,1,P2,2,P3,3,T1:1.2077664758961888, T2:2.2566579586459614, T3:1.2906173195568214, FIT:539054.653083104, Tiempo de iteracion: 32.158430099487305,
ITERACION:,9,P1,2,P2,1,P3,3,T1:1.2077664758961888, T2:2.2566579586459614, T3:1.2906173195568214, FIT:539054.653083104, Tiempo de iteracion: 32.27879190444946,
ITERACION:,9,P1,1,P2,2,P3,3,T1:1.2077664758961888, T2:2.2566579586459614, T3:1.2906173195568214, FIT:539054.653083104, Tiempo de iteracion: 33.18278932571411,
ITERACION:,9,P1,1,P2,2,P3,3,T1:1.2221169154470388, T2:2.2701450304796342, T3:1.3002005675416877, FIT:538743.3419100111, Tiempo de iteracion: 33.23067760467529,
ITERACION:,9,P1,1,P2,3,P3,2,T1:1.2221169154470388, T2:2.2701450304796342, T3:1.3002005675416877, FIT:538743.3419100111, Tiempo de iteracion: 33.554227113723755,
ITERACION:,9,P1,2,P2,1,P3,3,T1:1.2221169154470388, T2:2.2701450304796342, T3:1.3002005675416877, FIT:538743.3419100111, Tiempo de iteracion: 33.41322183609009,
ITERACION:,9,P1,2,P2,1,P3,3,T1:1.2221169154470388, T2:2.2701450304796342, T3:1.3002005675416877, FIT:538743.3419100111, Tiempo de iteracion: 32.9708137512207,
ITERACION:,9,P1,2,P2,1,P3,3,T1:1.2221169154470388, T2:2.2701450304796342, T3:1.3002005675416877, FIT:538743.3419100111, Tiempo de iteracion: 33.16327357292175,
ITERACION:,9,P1,1,P2,3,P3,2,T1:1.2221169154470388, T2:2.2701450304796342, T3:1.3002005675416877, FIT:538743.3419100111, Tiempo de iteracion: 33.4746150970459,
ITERACION:,9,P1,1,P2,2,P3,3,T1:1.2221169154470388, T2:2.2701450304796342, T3:1.3002005675416877, FIT:538743.3419100111, Tiempo de iteracion: 33.172836780548096,
ITERACION:,9,P1,1,P2,3,P3,2,T1:1.2221169154470388, T2:2.2701450304796342, T3:1.3002005675416877, FIT:538743.3419100111, Tiempo de iteracion: 33.46160054206848,
ITERACION:,9,P1,2,P2,1,P3,3,T1:1.2221169154470388, T2:2.2701450304796342, T3:1.3002005675416877, FIT:538743.3419100111, Tiempo de iteracion: 33.249518632888794,
ITERACION:,9,P1,2,P2,1,P3,3,T1:1.2221169154470388, T2:2.2701450304796342, T3:1.3002005675416877, FIT:538743.3419100111, Tiempo de iteracion: 33.33989095687866,
ITERACION:,9,P1,1,P2,2,P3,3,T1:1.2221169154470388, T2:2.2701450304796342, T3:1.3002005675416877, FIT:538743.3419100111, Tiempo de iteracion: 33.63146686553955,
ITERACION:,9,P1,2,P2,1,P3,3,T1:1.2221169154470388, T2:2.2701450304796342, T3:1.3002005675416877, FIT:538743.3419100111, Tiempo de iteracion: 33.201472997665405,
ITERACION:,9,P1,1,P2,2,P3,3,T1:1.2221169154470388, T2:2.2701450304796342, T3:1.3002005675416877, FIT:538743.3419100111, Tiempo de iteracion: 33.7816641330719,
ITERACION:,9,P1,2,P2,1,P3,3,T1:1.2185795323527042, T2:2.2908107860030285, T3:1.2975711602937505, FIT:538545.1111087463, Tiempo de iteracion: 33.57359957695007,
