CALCULO POBLACIoN:,0,ITERACION: 0, P1: 1.0, P2: 3.0, P3: 2.0, T1: 2.6061415423255436, T2: 0.8206645133822548, T3: 1.0600481804184052, FIT: 533540.4705070107, Tiempo de Poblacion: 16.138195514678955,
CALCULO POBLACIoN:,1,ITERACION: 1, P1: 1.0, P2: 2.0, P3: 3.0, T1: 2.699953743795995, T2: 2.2503594875057744, T3: 2.998297519841598, FIT: 559636.145183798, Tiempo de Poblacion: 5.801459312438965,
CALCULO POBLACIoN:,2,ITERACION: 2, P1: 1.0, P2: 2.0, P3: 3.0, T1: 2.2653891803145663, T2: 1.4503100404532154, T3: 0.27551575144307444, FIT: 542208.8717088177, Tiempo de Poblacion: 5.122061014175415,
CALCULO POBLACIoN:,3,ITERACION: 3, P1: 1.0, P2: 2.0, P3: 3.0, T1: 1.7498398566440598, T2: 1.948122216948752, T3: 1.8785937974753473, FIT: 532071.8513090533, Tiempo de Poblacion: 5.279991149902344,
CALCULO POBLACIoN:,4,ITERACION: 4, P1: 1.0, P2: 3.0, P3: 2.0, T1: 1.4271763277707497, T2: 0.1189410882833399, T3: 0.7519722061603048, FIT: 551031.4371843394, Tiempo de Poblacion: 5.102903842926025,
CALCULO POBLACIoN:,5,ITERACION: 5, P1: 1.0, P2: 3.0, P3: 2.0, T1: 2.444383733940285, T2: 2.019734503715745, T3: 1.4196606885457304, FIT: 536504.5590733037, Tiempo de Poblacion: 5.612319231033325,
CALCULO POBLACIoN:,6,ITERACION: 6, P1: 2.0, P2: 1.0, P3: 3.0, T1: 2.4007933204644094, T2: 1.4848057252640117, T3: 1.8757157109054634, FIT: 530765.69872009, Tiempo de Poblacion: 9.895214557647705,
CALCULO POBLACIoN:,7,ITERACION: 7, P1: 1.0, P2: 3.0, P3: 2.0, T1: 0.6011472357762385, T2: 0.4655518788645904, T3: 2.9145853303932006, FIT: 540507.7045859969, Tiempo de Poblacion: 6.382236480712891,
CALCULO POBLACIoN:,8,ITERACION: 8, P1: 1.0, P2: 3.0, P3: 2.0, T1: 0.7832891956966433, T2: 0.6051415822338532, T3: 0.5266167700063571, FIT: 557564.0858349592, Tiempo de Poblacion: 7.329435586929321,
CALCULO POBLACIoN:,9,ITERACION: 9, P1: 1.0, P2: 2.0, P3: 3.0, T1: 2.856703536268444, T2: 1.626678304748131, T3: 1.4502820644584378, FIT: 536105.5070002922, Tiempo de Poblacion: 6.864412069320679,
ITERACION:,9,P1,2,P2,1,P3,3,T1:2.4007933204644094, T2:1.4848057252640117, T3:1.8757157109054634, FIT:530765.69872009, Tiempo de iteracion: 39.15474343299866,
ITERACION:,9,P1,1,P2,3,P3,2,T1:2.4007933204644094, T2:1.4848057252640117, T3:1.8757157109054634, FIT:530765.69872009, Tiempo de iteracion: 38.84733462333679,
ITERACION:,9,P1,2,P2,1,P3,3,T1:2.4007933204644094, T2:1.4848057252640117, T3:1.8757157109054634, FIT:530765.69872009, Tiempo de iteracion: 37.023332357406616,
ITERACION:,9,P1,1,P2,2,P3,3,T1:2.4007933204644094, T2:1.4848057252640117, T3:1.8757157109054634, FIT:530765.69872009, Tiempo de iteracion: 35.71049427986145,
ITERACION:,9,P1,1,P2,3,P3,2,T1:2.4136546710138616, T2:1.4911684728525116, T3:1.800507634548244, FIT:530195.7092318061, Tiempo de iteracion: 36.64132261276245,
ITERACION:,9,P1,1,P2,2,P3,3,T1:2.4136546710138616, T2:1.4911684728525116, T3:1.800507634548244, FIT:530195.7092318061, Tiempo de iteracion: 36.62993288040161,
ITERACION:,9,P1,1,P2,3,P3,2,T1:2.4136546710138616, T2:1.4911684728525116, T3:1.800507634548244, FIT:530195.7092318061, Tiempo de iteracion: 36.827093839645386,
ITERACION:,9,P1,1,P2,3,P3,2,T1:2.395381454454718, T2:1.4691558205975068, T3:1.7430391921354151, FIT:530030.9693598121, Tiempo de iteracion: 39.124486684799194,
ITERACION:,9,P1,2,P2,1,P3,3,T1:2.395381454454718, T2:1.4691558205975068, T3:1.7430391921354151, FIT:530030.9693598121, Tiempo de iteracion: 39.39494252204895,
ITERACION:,9,P1,1,P2,3,P3,2,T1:2.408313778303398, T2:1.5134860394146796, T3:1.7433064551392756, FIT:529996.8112676429, Tiempo de iteracion: 39.5960009098053,
ITERACION:,9,P1,1,P2,3,P3,2,T1:2.408313778303398, T2:1.5134860394146796, T3:1.7433064551392756, FIT:529996.8112676429, Tiempo de iteracion: 38.42327380180359,
ITERACION:,9,P1,1,P2,2,P3,3,T1:2.4124189433139227, T2:1.5056824571090288, T3:1.7392038589372707, FIT:529960.973353621, Tiempo de iteracion: 39.41028666496277,
ITERACION:,9,P1,1,P2,2,P3,3,T1:2.4124189433139227, T2:1.5056824571090288, T3:1.7392038589372707, FIT:529960.973353621, Tiempo de iteracion: 40.82296800613403,
ITERACION:,9,P1,1,P2,3,P3,2,T1:2.4124189433139227, T2:1.5056824571090288, T3:1.7392038589372707, FIT:529960.973353621, Tiempo de iteracion: 42.7040376663208,
ITERACION:,9,P1,1,P2,2,P3,3,T1:2.4124189433139227, T2:1.5056824571090288, T3:1.7392038589372707, FIT:529960.973353621, Tiempo de iteracion: 39.35721778869629,
ITERACION:,9,P1,1,P2,3,P3,2,T1:2.4124189433139227, T2:1.5056824571090288, T3:1.7392038589372707, FIT:529960.973353621, Tiempo de iteracion: 41.27939963340759,
ITERACION:,9,P1,1,P2,2,P3,3,T1:2.4124189433139227, T2:1.5056824571090288, T3:1.7392038589372707, FIT:529960.973353621, Tiempo de iteracion: 42.25894618034363,
ITERACION:,9,P1,2,P2,1,P3,3,T1:2.4124189433139227, T2:1.5056824571090288, T3:1.7392038589372707, FIT:529960.973353621, Tiempo de iteracion: 40.9854896068573,
ITERACION:,9,P1,2,P2,1,P3,3,T1:2.4005776062305655, T2:1.5084163263256651, T3:1.7215418528201978, FIT:529954.9388686857, Tiempo de iteracion: 44.10574126243591,
ITERACION:,9,P1,1,P2,2,P3,3,T1:2.4005776062305655, T2:1.5084163263256651, T3:1.7215418528201978, FIT:529954.9388686857, Tiempo de iteracion: 43.57097339630127,
ITERACION:,9,P1,1,P2,2,P3,3,T1:2.4005776062305655, T2:1.5084163263256651, T3:1.7215418528201978, FIT:529954.9388686857, Tiempo de iteracion: 42.017946004867554,
