CALCULO POBLACIoN:,0,ITERACION: 0, P1: 2.0, P2: 1.0, P3: 3.0, T1: 1.7005061288400278, T2: 1.712025846971539, T3: 1.7054422512462, FIT: 531350.6289100252, Tiempo de Poblacion: 15.767438650131226,
CALCULO POBLACIoN:,1,ITERACION: 1, P1: 1.0, P2: 3.0, P3: 2.0, T1: 1.7340675163426154, T2: 1.6388803970309107, T3: 0.5693499568208051, FIT: 539231.0490138726, Tiempo de Poblacion: 5.864843130111694,
CALCULO POBLACIoN:,2,ITERACION: 2, P1: 1.0, P2: 2.0, P3: 3.0, T1: 1.869962708306459, T2: 0.7653420772387962, T3: 1.3690587635334384, FIT: 538074.5437330208, Tiempo de Poblacion: 5.729919672012329,
CALCULO POBLACIoN:,3,ITERACION: 3, P1: 1.0, P2: 2.0, P3: 3.0, T1: 2.552242087604635, T2: 1.840338246210848, T3: 1.408339935203282, FIT: 535453.4470362443, Tiempo de Poblacion: 5.930213451385498,
CALCULO POBLACIoN:,4,ITERACION: 4, P1: 1.0, P2: 2.0, P3: 3.0, T1: 0.3457909252899133, T2: 1.0939734756153778, T3: 2.1912537187143277, FIT: 533621.9545723909, Tiempo de Poblacion: 5.674638271331787,
CALCULO POBLACIoN:,5,ITERACION: 5, P1: 1.0, P2: 3.0, P3: 2.0, T1: 2.4520290681249604, T2: 1.1906909770055951, T3: 1.2927042170550973, FIT: 533904.7970116102, Tiempo de Poblacion: 5.925741910934448,
CALCULO POBLACIoN:,6,ITERACION: 6, P1: 2.0, P2: 1.0, P3: 3.0, T1: 0.390861028335115, T2: 2.17546491765501, T3: 1.7740075558674469, FIT: 534914.4565934973, Tiempo de Poblacion: 5.710171461105347,
CALCULO POBLACIoN:,7,ITERACION: 7, P1: 1.0, P2: 2.0, P3: 3.0, T1: 0.22311549636546738, T2: 0.4232803565046023, T3: 0.47275250712239164, FIT: 564124.5178408588, Tiempo de Poblacion: 5.854179859161377,
CALCULO POBLACIoN:,8,ITERACION: 8, P1: 2.0, P2: 1.0, P3: 3.0, T1: 0.49658020150162435, T2: 0.41531893631439964, T3: 0.22844298814441297, FIT: 563860.0572708398, Tiempo de Poblacion: 5.774235725402832,
CALCULO POBLACIoN:,9,ITERACION: 9, P1: 2.0, P2: 1.0, P3: 3.0, T1: 1.5343776272742546, T2: 1.024535374505127, T3: 2.0079097245412156, FIT: 532425.3419275411, Tiempo de Poblacion: 5.851961851119995,
ITERACION:,9,P1,1,P2,2,P3,3,T1:1.7005061288400278, T2:1.712025846971539, T3:1.7054422512462, FIT:531350.6289100252, Tiempo de iteracion: 33.73119831085205,
ITERACION:,9,P1,1,P2,3,P3,2,T1:1.7005061288400278, T2:1.712025846971539, T3:1.7054422512462, FIT:531350.6289100252, Tiempo de iteracion: 31.45601177215576,
ITERACION:,9,P1,1,P2,3,P3,2,T1:1.7005061288400278, T2:1.712025846971539, T3:1.7054422512462, FIT:531350.6289100252, Tiempo de iteracion: 31.775084495544434,
ITERACION:,9,P1,2,P2,1,P3,3,T1:1.7158912869398413, T2:1.674019003305953, T3:1.686193174913994, FIT:530991.1618392775, Tiempo de iteracion: 33.083914279937744,
ITERACION:,9,P1,1.0,P2,3.0,P3,2.0,T1:0.4177718553512546, T2:2.2574365206167, T3:1.8058982230855072, FIT:527316.0757574324, Tiempo de iteracion: 29.15071702003479,
ITERACION:,9,P1,1.0,P2,3.0,P3,2.0,T1:0.4177718553512546, T2:2.2574365206167, T3:1.8058982230855072, FIT:527316.0757574324, Tiempo de iteracion: 30.166428565979004,
ITERACION:,9,P1,1.0,P2,3.0,P3,2.0,T1:0.4177718553512546, T2:2.2574365206167, T3:1.8058982230855072, FIT:527316.0757574324, Tiempo de iteracion: 29.97862935066223,
ITERACION:,9,P1,2,P2,1,P3,3,T1:0.4177718553512546, T2:2.2574365206167, T3:1.8058982230855072, FIT:527316.0757574324, Tiempo de iteracion: 30.8055522441864,
ITERACION:,9,P1,1,P2,2,P3,3,T1:0.4177718553512546, T2:2.2574365206167, T3:1.8058982230855072, FIT:527316.0757574324, Tiempo de iteracion: 31.110488176345825,
ITERACION:,9,P1,2,P2,1,P3,3,T1:0.4177718553512546, T2:2.2574365206167, T3:1.8058982230855072, FIT:527316.0757574324, Tiempo de iteracion: 31.85555624961853,
ITERACION:,9,P1,2,P2,1,P3,3,T1:0.4177718553512546, T2:2.2574365206167, T3:1.8058982230855072, FIT:527316.0757574324, Tiempo de iteracion: 32.45941185951233,
ITERACION:,9,P1,1,P2,2,P3,3,T1:0.4177718553512546, T2:2.2574365206167, T3:1.8058982230855072, FIT:527316.0757574324, Tiempo de iteracion: 34.01880764961243,
ITERACION:,9,P1,1,P2,3,P3,2,T1:0.4177718553512546, T2:2.2574365206167, T3:1.8058982230855072, FIT:527316.0757574324, Tiempo de iteracion: 34.38957619667053,
ITERACION:,9,P1,1,P2,2,P3,3,T1:0.4177718553512546, T2:2.2574365206167, T3:1.8058982230855072, FIT:527316.0757574324, Tiempo de iteracion: 35.38751935958862,
ITERACION:,9,P1,1,P2,2,P3,3,T1:0.4177718553512546, T2:2.2574365206167, T3:1.8058982230855072, FIT:527316.0757574324, Tiempo de iteracion: 37.68069362640381,
