CALCULO POBLACIoN:,0,ITERACION: 0, P1: 1.0, P2: 2.0, P3: 3.0, T1: 0.8495322069332077, T2: 2.1633237625458146, T3: 2.2898425249730683, FIT: 532562.6521069623, Tiempo de Poblacion: 16.157824993133545,
CALCULO POBLACIoN:,1,ITERACION: 1, P1: 1.0, P2: 2.0, P3: 3.0, T1: 0.915642244382897, T2: 1.088878350575029, T3: 0.9694860546339211, FIT: 546140.9327994109, Tiempo de Poblacion: 5.514995813369751,
CALCULO POBLACIoN:,2,ITERACION: 2, P1: 2.0, P2: 1.0, P3: 3.0, T1: 2.4504215825663636, T2: 1.9129302507681778, T3: 0.42170688838365794, FIT: 531833.6296252435, Tiempo de Poblacion: 5.418684244155884,
CALCULO POBLACIoN:,3,ITERACION: 3, P1: 1.0, P2: 2.0, P3: 3.0, T1: 1.7447296213797165, T2: 2.4056740235689236, T3: 0.1356486723893395, FIT: 529706.282282552, Tiempo de Poblacion: 5.353540420532227,
CALCULO POBLACIoN:,4,ITERACION: 4, P1: 2.0, P2: 1.0, P3: 3.0, T1: 1.8389795512211513, T2: 0.19193936491268604, T3: 1.689859970682607, FIT: 533070.4207039555, Tiempo de Poblacion: 5.206706523895264,
CALCULO POBLACIoN:,5,ITERACION: 5, P1: 1.0, P2: 3.0, P3: 2.0, T1: 1.0399372294116105, T2: 0.7444597386338165, T3: 1.7342555875529926, FIT: 540512.764622993, Tiempo de Poblacion: 5.46233344078064,
CALCULO POBLACIoN:,6,ITERACION: 6, P1: 2.0, P2: 1.0, P3: 3.0, T1: 2.40656041507785, T2: 0.33261136609403763, T3: 0.2914552500412122, FIT: 537472.0264916619, Tiempo de Poblacion: 5.510147571563721,
CALCULO POBLACIoN:,7,ITERACION: 7, P1: 2.0, P2: 1.0, P3: 3.0, T1: 2.243682323302764, T2: 2.105894474916041, T3: 0.5863336981607227, FIT: 531207.1361641359, Tiempo de Poblacion: 5.42313289642334,
CALCULO POBLACIoN:,8,ITERACION: 8, P1: 1.0, P2: 3.0, P3: 2.0, T1: 0.06860293445574411, T2: 0.34878485363550427, T3: 2.3997213223385168, FIT: 538358.4974827628, Tiempo de Poblacion: 5.463245391845703,
CALCULO POBLACIoN:,9,ITERACION: 9, P1: 1.0, P2: 3.0, P3: 2.0, T1: 1.8326765160889105, T2: 1.9466287568736151, T3: 0.09053597722575997, FIT: 536878.32102238, Tiempo de Poblacion: 5.4174964427948,
ITERACION:,9,P1,1,P2,2,P3,3,T1:1.7447296213797165, T2:2.4056740235689236, T3:0.1356486723893395, FIT:529706.282282552, Tiempo de iteracion: 33.207184076309204,
ITERACION:,9,P1,1,P2,2,P3,3,T1:1.7447296213797165, T2:2.4056740235689236, T3:0.1356486723893395, FIT:529706.282282552, Tiempo de iteracion: 34.264750242233276,
ITERACION:,9,P1,2,P2,1,P3,3,T1:1.7447296213797165, T2:2.4056740235689236, T3:0.1356486723893395, FIT:529706.282282552, Tiempo de iteracion: 34.33629870414734,
ITERACION:,9,P1,2,P2,1,P3,3,T1:1.7447296213797165, T2:2.4056740235689236, T3:0.1356486723893395, FIT:529706.282282552, Tiempo de iteracion: 34.132322549819946,
ITERACION:,9,P1,1,P2,3,P3,2,T1:1.7447296213797165, T2:2.4056740235689236, T3:0.1356486723893395, FIT:529706.282282552, Tiempo de iteracion: 33.281888246536255,
ITERACION:,9,P1,2,P2,1,P3,3,T1:1.7447296213797165, T2:2.4056740235689236, T3:0.1356486723893395, FIT:529706.282282552, Tiempo de iteracion: 33.21555852890015,
ITERACION:,9,P1,2,P2,1,P3,3,T1:1.7447296213797165, T2:2.4056740235689236, T3:0.1356486723893395, FIT:529706.282282552, Tiempo de iteracion: 33.29033827781677,
ITERACION:,9,P1,1,P2,3,P3,2,T1:1.7447296213797165, T2:2.4056740235689236, T3:0.1356486723893395, FIT:529706.282282552, Tiempo de iteracion: 32.96992087364197,
ITERACION:,9,P1,1,P2,2,P3,3,T1:1.7447296213797165, T2:2.4056740235689236, T3:0.1356486723893395, FIT:529706.282282552, Tiempo de iteracion: 32.8506293296814,
ITERACION:,9,P1,2,P2,1,P3,3,T1:1.7447296213797165, T2:2.4056740235689236, T3:0.1356486723893395, FIT:529706.282282552, Tiempo de iteracion: 32.88958668708801,
ITERACION:,9,P1,2,P2,1,P3,3,T1:1.7447296213797165, T2:2.4056740235689236, T3:0.1356486723893395, FIT:529706.282282552, Tiempo de iteracion: 33.181498289108276,
ITERACION:,9,P1,1,P2,2,P3,3,T1:1.7447296213797165, T2:2.4056740235689236, T3:0.1356486723893395, FIT:529706.282282552, Tiempo de iteracion: 33.79654049873352,
ITERACION:,9,P1,2,P2,1,P3,3,T1:1.7447296213797165, T2:2.4056740235689236, T3:0.1356486723893395, FIT:529706.282282552, Tiempo de iteracion: 34.777005434036255,
ITERACION:,9,P1,1,P2,3,P3,2,T1:1.7447296213797165, T2:2.4056740235689236, T3:0.1356486723893395, FIT:529706.282282552, Tiempo de iteracion: 33.69348478317261,
ITERACION:,9,P1,2,P2,1,P3,3,T1:1.7447296213797165, T2:2.4056740235689236, T3:0.1356486723893395, FIT:529706.282282552, Tiempo de iteracion: 34.90119433403015,
