CALCULO POBLACIoN:,0,ITERACION: 0, P1: 1.0, P2: 2.0, P3: 3.0, T1: 0.9009918101900604, T2: 2.3359084157093277, T3: 0.9526984011584498, FIT: 541837.5459253854, Tiempo de Poblacion: 14.739052772521973,
CALCULO POBLACIoN:,1,ITERACION: 1, P1: 1.0, P2: 2.0, P3: 3.0, T1: 2.0510948351646303, T2: 0.7485996750558616, T3: 0.857675902708202, FIT: 550081.5082645101, Tiempo de Poblacion: 4.924633741378784,
CALCULO POBLACIoN:,2,ITERACION: 2, P1: 1.0, P2: 3.0, P3: 2.0, T1: 2.5575493717924958, T2: 0.2195807652163308, T3: 0.6255190278263056, FIT: 543172.8014761942, Tiempo de Poblacion: 4.657543897628784,
CALCULO POBLACIoN:,3,ITERACION: 3, P1: 1.0, P2: 2.0, P3: 3.0, T1: 2.455316770511386, T2: 0.11611101405526236, T3: 2.212667293357433, FIT: 548422.1234389164, Tiempo de Poblacion: 4.475607872009277,
CALCULO POBLACIoN:,4,ITERACION: 4, P1: 1.0, P2: 2.0, P3: 3.0, T1: 1.1272959608860174, T2: 0.060035817674161336, T3: 2.6049888071271763, FIT: 548893.6454068798, Tiempo de Poblacion: 4.765108346939087,
CALCULO POBLACIoN:,5,ITERACION: 5, P1: 2.0, P2: 1.0, P3: 3.0, T1: 1.4849031146711302, T2: 0.05428854162570942, T3: 1.472770307952365, FIT: 547883.5970538367, Tiempo de Poblacion: 4.580532789230347,
CALCULO POBLACIoN:,6,ITERACION: 6, P1: 1.0, P2: 3.0, P3: 2.0, T1: 1.3964028656862406, T2: 2.3044836534175257, T3: 0.9918428302524243, FIT: 544898.4042744556, Tiempo de Poblacion: 4.8459765911102295,
CALCULO POBLACIoN:,7,ITERACION: 7, P1: 1.0, P2: 3.0, P3: 2.0, T1: 1.7489028492359915, T2: 0.708124615021221, T3: 1.9670255338994902, FIT: 541499.3378624696, Tiempo de Poblacion: 4.9290876388549805,
CALCULO POBLACIoN:,8,ITERACION: 8, P1: 2.0, P2: 1.0, P3: 3.0, T1: 0.30838431846389097, T2: 1.7602618762211812, T3: 1.6591165515347255, FIT: 551107.6351121202, Tiempo de Poblacion: 4.9309022426605225,
CALCULO POBLACIoN:,9,ITERACION: 9, P1: 1.0, P2: 2.0, P3: 3.0, T1: 1.3583931328442207, T2: 2.2840480463752826, T3: 2.205329076044387, FIT: 549747.5461495753, Tiempo de Poblacion: 4.859591007232666,
ITERACION:,9,P1,2,P2,1,P3,3,T1:1.7489028492359915, T2:0.708124615021221, T3:1.9670255338994902, FIT:541499.3378624696, Tiempo de iteracion: 32.88178753852844,
ITERACION:,9,P1,1,P2,3,P3,2,T1:1.1289961590896669, T2:0.06046600952461462, T3:2.5694683015976305, FIT:539899.9139910467, Tiempo de iteracion: 31.668173789978027,
ITERACION:,9,P1,1,P2,2,P3,3,T1:1.1307560091608568, T2:0.06061097042911793, T3:2.571051768863165, FIT:538786.471303414, Tiempo de iteracion: 30.386564254760742,
ITERACION:,9,P1,2,P2,1,P3,3,T1:1.1307560091608568, T2:0.06061097042911793, T3:2.571051768863165, FIT:538786.471303414, Tiempo de iteracion: 30.185139656066895,
ITERACION:,9,P1,1.0,P2,3.0,P3,2.0,T1:1.1307560091608568, T2:0.06061097042911793, T3:2.571051768863165, FIT:538786.471303414, Tiempo de iteracion: 28.586732387542725,
ITERACION:,9,P1,1.0,P2,3.0,P3,2.0,T1:1.128643190016035, T2:0.06250216234155723, T3:2.5396068078953347, FIT:538685.1241660999, Tiempo de iteracion: 29.415817737579346,
ITERACION:,9,P1,1.0,P2,3.0,P3,2.0,T1:1.128643190016035, T2:0.06250216234155723, T3:2.5396068078953347, FIT:538685.1241660999, Tiempo de iteracion: 29.785205125808716,
ITERACION:,9,P1,1.0,P2,3.0,P3,2.0,T1:1.128643190016035, T2:0.06250216234155723, T3:2.5396068078953347, FIT:538685.1241660999, Tiempo de iteracion: 29.32130265235901,
ITERACION:,9,P1,1.0,P2,3.0,P3,2.0,T1:1.1304097437161804, T2:0.06244609951628123, T3:2.4954169023581176, FIT:538523.5278386865, Tiempo de iteracion: 29.65615487098694,
ITERACION:,9,P1,1.0,P2,3.0,P3,2.0,T1:1.1281541820386183, T2:0.05897797748774025, T3:2.494528519379397, FIT:538512.161952777, Tiempo de iteracion: 30.28583073616028,
ITERACION:,9,P1,1.0,P2,3.0,P3,2.0,T1:1.1281541820386183, T2:0.05897797748774025, T3:2.494528519379397, FIT:538512.161952777, Tiempo de iteracion: 30.695086240768433,
ITERACION:,9,P1,1,P2,2,P3,3,T1:1.1281541820386183, T2:0.05897797748774025, T3:2.494528519379397, FIT:538512.161952777, Tiempo de iteracion: 31.249149799346924,
ITERACION:,9,P1,1,P2,2,P3,3,T1:1.1281541820386183, T2:0.05897797748774025, T3:2.494528519379397, FIT:538512.161952777, Tiempo de iteracion: 31.68177103996277,
ITERACION:,9,P1,1,P2,3,P3,2,T1:1.1281541820386183, T2:0.05897797748774025, T3:2.494528519379397, FIT:538512.161952777, Tiempo de iteracion: 32.5725302696228,
ITERACION:,9,P1,1,P2,2,P3,3,T1:1.1281541820386183, T2:0.05897797748774025, T3:2.494528519379397, FIT:538512.161952777, Tiempo de iteracion: 32.6880886554718,
ITERACION:,9,P1,1,P2,3,P3,2,T1:1.1281541820386183, T2:0.05897797748774025, T3:2.494528519379397, FIT:538512.161952777, Tiempo de iteracion: 32.96626877784729,
ITERACION:,9,P1,1,P2,3,P3,2,T1:1.1281541820386183, T2:0.05897797748774025, T3:2.494528519379397, FIT:538512.161952777, Tiempo de iteracion: 33.55470609664917,
ITERACION:,9,P1,2,P2,1,P3,3,T1:1.1281541820386183, T2:0.05897797748774025, T3:2.494528519379397, FIT:538512.161952777, Tiempo de iteracion: 33.18940210342407,
ITERACION:,9,P1,2,P2,1,P3,3,T1:1.1281541820386183, T2:0.05897797748774025, T3:2.494528519379397, FIT:538512.161952777, Tiempo de iteracion: 32.86653137207031,
ITERACION:,9,P1,1,P2,3,P3,2,T1:1.1281541820386183, T2:0.05897797748774025, T3:2.494528519379397, FIT:538512.161952777, Tiempo de iteracion: 33.831475019454956,
ITERACION:,9,P1,2,P2,1,P3,3,T1:1.1281541820386183, T2:0.05897797748774025, T3:2.494528519379397, FIT:538512.161952777, Tiempo de iteracion: 33.106011390686035,
ITERACION:,9,P1,2,P2,1,P3,3,T1:1.1281541820386183, T2:0.05897797748774025, T3:2.494528519379397, FIT:538512.161952777, Tiempo de iteracion: 32.99204683303833,
ITERACION:,9,P1,1,P2,2,P3,3,T1:1.1281541820386183, T2:0.05897797748774025, T3:2.494528519379397, FIT:538512.161952777, Tiempo de iteracion: 32.89576530456543,
ITERACION:,9,P1,1,P2,2,P3,3,T1:1.1281541820386183, T2:0.05897797748774025, T3:2.494528519379397, FIT:538512.161952777, Tiempo de iteracion: 33.09052324295044,
