CALCULO POBLACIoN:,0,ITERACION: 0, P1: 2.0, P2: 1.0, P3: 3.0, T1: 2.9394326403204576, T2: 0.950457364828167, T3: 0.8531565795389331, FIT: 539825.689983318, Tiempo de Poblacion: 15.229528427124023,
CALCULO POBLACIoN:,1,ITERACION: 1, P1: 1.0, P2: 3.0, P3: 2.0, T1: 0.8264237300138002, T2: 1.4725209687124081, T3: 1.1710433679464123, FIT: 543395.62265838, Tiempo de Poblacion: 5.26685643196106,
CALCULO POBLACIoN:,2,ITERACION: 2, P1: 1.0, P2: 2.0, P3: 3.0, T1: 0.5271180046856146, T2: 2.0736366804043604, T3: 2.1782792169918386, FIT: 533275.4328062382, Tiempo de Poblacion: 5.01152777671814,
CALCULO POBLACIoN:,3,ITERACION: 3, P1: 1.0, P2: 2.0, P3: 3.0, T1: 2.9725951074142083, T2: 1.5825050726189398, T3: 2.3354565991993903, FIT: 543845.0529759427, Tiempo de Poblacion: 5.160751104354858,
CALCULO POBLACIoN:,4,ITERACION: 4, P1: 2.0, P2: 1.0, P3: 3.0, T1: 2.4483983649503203, T2: 1.973601778646779, T3: 1.1384410108497138, FIT: 532486.3975330837, Tiempo de Poblacion: 5.235700368881226,
CALCULO POBLACIoN:,5,ITERACION: 5, P1: 1.0, P2: 2.0, P3: 3.0, T1: 1.6764411817749438, T2: 0.8918587024776099, T3: 0.45395876301800064, FIT: 546108.1497992288, Tiempo de Poblacion: 5.0825417041778564,
CALCULO POBLACIoN:,6,ITERACION: 6, P1: 1.0, P2: 3.0, P3: 2.0, T1: 0.9713391673722311, T2: 1.1338720824211403, T3: 1.8322207852035248, FIT: 539722.6359024256, Tiempo de Poblacion: 5.068369626998901,
CALCULO POBLACIoN:,7,ITERACION: 7, P1: 2.0, P2: 1.0, P3: 3.0, T1: 1.5767263575822164, T2: 0.07338437931079084, T3: 2.079713370629398, FIT: 540941.6183458661, Tiempo de Poblacion: 4.929828405380249,
CALCULO POBLACIoN:,8,ITERACION: 8, P1: 1.0, P2: 2.0, P3: 3.0, T1: 2.529463298568484, T2: 0.7899681426713604, T3: 2.2930517109909605, FIT: 536657.8400058988, Tiempo de Poblacion: 5.100240707397461,
CALCULO POBLACIoN:,9,ITERACION: 9, P1: 1.0, P2: 3.0, P3: 2.0, T1: 0.1779423217780729, T2: 0.8957177025923193, T3: 1.960956679035998, FIT: 545668.5823664458, Tiempo de Poblacion: 5.105026483535767,
ITERACION:,9,P1,1,P2,3,P3,2,T1:2.4483983649503203, T2:1.973601778646779, T3:1.1384410108497138, FIT:532486.3975330837, Tiempo de iteracion: 33.70213460922241,
ITERACION:,9,P1,1,P2,2,P3,3,T1:2.4236083695667476, T2:1.965088934704131, T3:1.1372185209671615, FIT:532403.5275949643, Tiempo de iteracion: 33.20512080192566,
ITERACION:,9,P1,1.0,P2,2.0,P3,3.0,T1:2.4047441057550056, T2:1.9587717910463864, T3:1.1471838186557075, FIT:532307.7306386664, Tiempo de iteracion: 31.772056341171265,
ITERACION:,9,P1,1.0,P2,2.0,P3,3.0,T1:2.4047441057550056, T2:1.9587717910463864, T3:1.1471838186557075, FIT:532307.7306386664, Tiempo de iteracion: 31.329129457473755,
ITERACION:,9,P1,1.0,P2,2.0,P3,3.0,T1:2.4047441057550056, T2:1.9587717910463864, T3:1.1471838186557075, FIT:532307.7306386664, Tiempo de iteracion: 30.968494415283203,
ITERACION:,9,P1,1.0,P2,2.0,P3,3.0,T1:2.4047441057550056, T2:1.9587717910463864, T3:1.1471838186557075, FIT:532307.7306386664, Tiempo de iteracion: 31.891761541366577,
ITERACION:,9,P1,1.0,P2,2.0,P3,3.0,T1:2.4047441057550056, T2:1.9587717910463864, T3:1.1471838186557075, FIT:532307.7306386664, Tiempo de iteracion: 31.928653478622437,
ITERACION:,9,P1,1.0,P2,2.0,P3,3.0,T1:2.390553207944198, T2:1.954496211610582, T3:1.1399577731584856, FIT:532289.3875256173, Tiempo de iteracion: 32.80972170829773,
ITERACION:,9,P1,1.0,P2,2.0,P3,3.0,T1:2.390553207944198, T2:1.954496211610582, T3:1.1399577731584856, FIT:532289.3875256173, Tiempo de iteracion: 32.7115478515625,
ITERACION:,9,P1,1.0,P2,2.0,P3,3.0,T1:2.390553207944198, T2:1.954496211610582, T3:1.1399577731584856, FIT:532289.3875256173, Tiempo de iteracion: 33.24195432662964,
ITERACION:,9,P1,1.0,P2,2.0,P3,3.0,T1:2.390553207944198, T2:1.954496211610582, T3:1.1399577731584856, FIT:532289.3875256173, Tiempo de iteracion: 33.18104434013367,
ITERACION:,9,P1,1,P2,2,P3,3,T1:2.40118510339008, T2:1.9461925337206416, T3:1.1400469874497612, FIT:532271.4946686985, Tiempo de iteracion: 33.70563840866089,
ITERACION:,9,P1,1,P2,2,P3,3,T1:2.40118510339008, T2:1.9461925337206416, T3:1.1400469874497612, FIT:532271.4946686985, Tiempo de iteracion: 34.355231523513794,
ITERACION:,9,P1,1,P2,3,P3,2,T1:2.40118510339008, T2:1.9461925337206416, T3:1.1400469874497612, FIT:532271.4946686985, Tiempo de iteracion: 33.80099558830261,
ITERACION:,9,P1,1,P2,3,P3,2,T1:2.40118510339008, T2:1.9461925337206416, T3:1.1400469874497612, FIT:532271.4946686985, Tiempo de iteracion: 34.011900901794434,
