CALCULO POBLACIoN:,0,ITERACION: 0, P1: 1.0, P2: 2.0, P3: 3.0, T1: 1.1458706565288288, T2: 2.088888195985438, T3: 0.2972191488077403, FIT: 536437.7889426231, Tiempo de Poblacion: 17.50402545928955,
CALCULO POBLACIoN:,1,ITERACION: 1, P1: 2.0, P2: 1.0, P3: 3.0, T1: 0.9314369089664923, T2: 0.609421090988571, T3: 2.2515191095884663, FIT: 535519.6331209465, Tiempo de Poblacion: 6.252785682678223,
CALCULO POBLACIoN:,2,ITERACION: 2, P1: 1.0, P2: 2.0, P3: 3.0, T1: 2.6758168074401394, T2: 1.7473681002703032, T3: 0.782755880178719, FIT: 532198.8996745602, Tiempo de Poblacion: 6.419549942016602,
CALCULO POBLACIoN:,3,ITERACION: 3, P1: 1.0, P2: 3.0, P3: 2.0, T1: 0.14980059296606557, T2: 1.4935386955089454, T3: 0.2783223798845652, FIT: 550113.9045311265, Tiempo de Poblacion: 5.929395914077759,
CALCULO POBLACIoN:,4,ITERACION: 4, P1: 2.0, P2: 1.0, P3: 3.0, T1: 1.1602438726082722, T2: 1.1754268390156226, T3: 1.0581462156415822, FIT: 542616.1746656513, Tiempo de Poblacion: 5.984821557998657,
CALCULO POBLACIoN:,5,ITERACION: 5, P1: 1.0, P2: 2.0, P3: 3.0, T1: 0.19552839696870844, T2: 0.42018028208644426, T3: 0.3967455285420015, FIT: 565286.3059504938, Tiempo de Poblacion: 6.225431680679321,
CALCULO POBLACIoN:,6,ITERACION: 6, P1: 2.0, P2: 1.0, P3: 3.0, T1: 0.27957101666471146, T2: 2.1685010300085863, T3: 1.3477909641386756, FIT: 538512.1193473759, Tiempo de Poblacion: 6.175145387649536,
CALCULO POBLACIoN:,7,ITERACION: 7, P1: 1.0, P2: 3.0, P3: 2.0, T1: 0.35759416347895234, T2: 0.8132101188539528, T3: 2.301227112210498, FIT: 536101.806011392, Tiempo de Poblacion: 6.264648914337158,
CALCULO POBLACIoN:,8,ITERACION: 8, P1: 2.0, P2: 1.0, P3: 3.0, T1: 0.357514196653629, T2: 0.40592954288646227, T3: 0.8251636215537813, FIT: 559287.0284246092, Tiempo de Poblacion: 6.5395519733428955,
CALCULO POBLACIoN:,9,ITERACION: 9, P1: 2.0, P2: 1.0, P3: 3.0, T1: 2.7269801343255753, T2: 1.4930016282192526, T3: 1.0148247143142128, FIT: 531794.1628564732, Tiempo de Poblacion: 6.764844655990601,
ITERACION:,9,P1,1,P2,3,P3,2,T1:2.7269801343255753, T2:1.4930016282192526, T3:1.0148247143142128, FIT:531794.1628564732, Tiempo de iteracion: 37.17774438858032,
ITERACION:,9,P1,1,P2,2,P3,3,T1:2.6381727238954955, T2:1.6963568728032035, T3:0.7732788880929853, FIT:531408.2691527841, Tiempo de iteracion: 34.18725872039795,
ITERACION:,9,P1,1,P2,3,P3,2,T1:2.6381727238954955, T2:1.6963568728032035, T3:0.7732788880929853, FIT:531408.2691527841, Tiempo de iteracion: 36.80812978744507,
ITERACION:,9,P1,1,P2,3,P3,2,T1:2.6381727238954955, T2:1.6963568728032035, T3:0.7732788880929853, FIT:531408.2691527841, Tiempo de iteracion: 35.960429430007935,
ITERACION:,9,P1,2,P2,1,P3,3,T1:2.6381727238954955, T2:1.6963568728032035, T3:0.7732788880929853, FIT:531408.2691527841, Tiempo de iteracion: 33.182902574539185,
ITERACION:,9,P1,1,P2,2,P3,3,T1:2.6381727238954955, T2:1.6963568728032035, T3:0.7732788880929853, FIT:531408.2691527841, Tiempo de iteracion: 31.756304025650024,
ITERACION:,9,P1,1,P2,3,P3,2,T1:2.6381727238954955, T2:1.6963568728032035, T3:0.7732788880929853, FIT:531408.2691527841, Tiempo de iteracion: 31.989996433258057,
ITERACION:,9,P1,1,P2,2,P3,3,T1:2.6381727238954955, T2:1.6963568728032035, T3:0.7732788880929853, FIT:531408.2691527841, Tiempo de iteracion: 32.26081585884094,
ITERACION:,9,P1,1,P2,2,P3,3,T1:2.6381727238954955, T2:1.6963568728032035, T3:0.7732788880929853, FIT:531408.2691527841, Tiempo de iteracion: 31.998061656951904,
ITERACION:,9,P1,2,P2,1,P3,3,T1:2.6448784675117207, T2:1.6757317660180628, T3:0.7838976032406709, FIT:531288.7868498506, Tiempo de iteracion: 34.627203702926636,
ITERACION:,9,P1,1,P2,2,P3,3,T1:2.6448784675117207, T2:1.6757317660180628, T3:0.7838976032406709, FIT:531288.7868498506, Tiempo de iteracion: 36.342206954956055,
ITERACION:,9,P1,1,P2,3,P3,2,T1:2.6448784675117207, T2:1.6757317660180628, T3:0.7838976032406709, FIT:531288.7868498506, Tiempo de iteracion: 37.171422243118286,
ITERACION:,9,P1,1,P2,2,P3,3,T1:2.3001116587383446, T2:1.6637421990775518, T3:0.7880305737689415, FIT:531236.9362156393, Tiempo de iteracion: 40.18287420272827,
ITERACION:,9,P1,2,P2,1,P3,3,T1:2.3001116587383446, T2:1.6637421990775518, T3:0.7880305737689415, FIT:531236.9362156393, Tiempo de iteracion: 40.21500635147095,
ITERACION:,9,P1,2,P2,1,P3,3,T1:2.685957421573589, T2:1.4290773923801348, T3:1.0141718849988701, FIT:530363.6998397162, Tiempo de iteracion: 42.92193651199341,
